/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","28 Apr 2019 23:04:17 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556517880.593,0.0,0.188,99.812,0.0,0.0,0.0,270.0,204.0,270.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3375259648.0,841723904.0,5164244992.0,90566361088.0,0.0,0.0
1556517881.593,0.063,0.125,99.812,0.0,0.0,0.0,168.0,110.0,168.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3374927872.0,841723904.0,5164244992.0,90566692864.0,0.0,0.0
1556517882.593,0.125,0.188,99.688,0.0,0.0,0.0,474.0,408.0,474.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3374800896.0,841723904.0,5164244992.0,90566819840.0,0.0,0.0
1556517883.593,0.0,0.125,99.812,0.062,0.0,0.0,132.0,0.0,132.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3374669824.0,841723904.0,5164244992.0,90566950912.0,0.0,0.0
1556517884.593,0.062,0.250,99.688,0.0,0.0,0.0,438.0,306.0,438.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3374415872.0,841723904.0,5164244992.0,90567204864.0,0.0,0.0
1556517885.593,0.0,0.188,99.812,0.0,0.0,0.0,336.0,204.0,336.0,204.0,0.0,32768.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3374542848.0,841723904.0,5164244992.0,90567077888.0,0.0,0.0
1556517886.593,0.0,0.125,99.875,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3374305280.0,841723904.0,5164244992.0,90567315456.0,0.0,0.0
1556517887.593,0.0,0.188,99.750,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3374120960.0,841723904.0,5164249088.0,90567495680.0,0.0,0.0
1556517888.593,3.189,0.438,96.310,0.0,0.0,0.063,168.0,236.0,168.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3440599040.0,841723904.0,5164249088.0,90501017600.0,0.0,0.0
1556517889.593,8.748,6.104,84.644,0.126,0.0,0.378,1088.0,1007.0,1088.0,1287.0,0.0,3190784.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,4.0,0.0,0.0,0.0,0.0,3642712064.0,841723904.0,5191786496.0,90271367168.0,0.0,0.0
1556517890.593,2.505,1.378,95.992,0.063,0.0,0.063,66.0,126.0,66.0,1696.0,0.0,29609984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,3607990272.0,841723904.0,5191958528.0,90305916928.0,0.0,0.0
1556517891.593,2.261,0.754,96.859,0.063,0.0,0.063,684.0,414.0,684.0,5241.0,0.0,1286144.0,0.0,1323008.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,323.0,0.0,0.0,0.0,0.0,3566014464.0,841723904.0,5192110080.0,90347741184.0,0.0,0.0
1556517892.593,7.125,6.873,85.624,0.126,0.0,0.252,750.0,728.0,750.0,6840.0,0.0,3284992.0,0.0,0.0,0.0,204800.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,48.0,0.0,0.0,3624132608.0,841723904.0,5192241152.0,90289491968.0,0.0,0.0
1556517893.593,2.137,1.508,96.166,0.063,0.0,0.126,375.0,438.0,375.0,6267.0,0.0,479232.0,0.0,1523712.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,372.0,0.0,0.0,0.0,0.0,3580166144.0,841723904.0,5192724480.0,90332975104.0,0.0,0.0
1556517894.593,3.977,3.220,92.614,0.063,0.0,0.126,750.0,618.0,750.0,4750.0,0.0,1306624.0,0.0,1495040.0,0.0,1458176.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,365.0,0.0,356.0,0.0,0.0,3580596224.0,841723904.0,5165813760.0,90359455744.0,0.0,0.0
1556517895.593,0.063,0.376,99.561,0.0,0.0,0.0,309.0,152.0,309.0,6385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3578834944.0,841723904.0,5165850624.0,90361180160.0,0.0,0.0
1556517896.593,0.312,0.437,99.250,0.0,0.0,0.0,618.0,304.0,618.0,3161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3578949632.0,841723904.0,5165850624.0,90361065472.0,0.0,0.0
1556517897.593,2.196,0.690,97.114,0.0,0.0,0.0,309.0,152.0,309.0,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3588038656.0,841723904.0,5165850624.0,90351976448.0,0.0,0.0
1556517898.593,5.329,0.690,93.981,0.0,0.0,0.0,132.0,354.0,15930.0,19239.0,0.0,339968.0,0.0,1294336.0,0.0,196608.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,316.0,0.0,40.0,0.0,0.0,3613057024.0,841723904.0,5165875200.0,90326933504.0,0.0,0.0
1556517899.593,0.250,0.500,99.188,0.062,0.0,0.0,0.0,0.0,0.0,1153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3611619328.0,841723904.0,5165899776.0,90328346624.0,0.0,0.0
1556517900.593,2.001,0.438,97.561,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3610324992.0,841723904.0,5165899776.0,90329640960.0,0.0,0.0
1556517901.593,0.125,0.376,99.498,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3610558464.0,841723904.0,5165895680.0,90329411584.0,0.0,0.0
1556517902.593,0.125,0.375,99.499,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3609915392.0,841723904.0,5165895680.0,90330054656.0,0.0,0.0
1556517903.593,3.616,0.686,95.387,0.062,0.0,0.249,132.0,912.0,112270.0,185515.0,0.0,610304.0,0.0,901120.0,0.0,819200.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,202.0,0.0,182.0,0.0,0.0,3624030208.0,841723904.0,5166043136.0,90315792384.0,0.0,0.0
1556517904.593,6.667,0.503,92.704,0.0,0.0,0.126,396.0,974.0,115924.0,179954.0,0.0,1503232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,3631603712.0,841728000.0,5166284800.0,90307973120.0,0.0,0.0
1556517905.593,9.735,8.091,81.732,0.253,0.0,0.190,264.0,322.0,136834.0,88816.0,0.0,4091904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,3794120704.0,841728000.0,5166415872.0,90145325056.0,0.0,0.0
1556517906.593,46.485,8.676,44.712,0.0,0.0,0.127,0.0,0.0,0.0,2478.0,0.0,761856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,4156076032.0,841728000.0,5171572736.0,89778212864.0,0.0,0.0
1556517907.593,92.0,7.750,0.250,0.0,0.0,0.0,1545.0,760.0,1545.0,4833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4666761216.0,841728000.0,5185114112.0,89253986304.0,0.0,0.0
1556517908.593,93.367,6.320,0.313,0.0,0.0,0.0,309.0,152.0,309.0,3055.0,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4532555776.0,841728000.0,5210824704.0,89362481152.0,0.0,0.0
1556517909.593,92.520,6.474,1.006,0.0,0.0,0.0,0.0,0.0,19386.0,21243.0,0.0,0.0,0.0,0.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4521291776.0,841728000.0,5229838336.0,89354731520.0,0.0,0.0
1556517910.593,88.425,6.831,4.744,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3973443584.0,841728000.0,5264297984.0,89868120064.0,0.0,0.0
1556517911.593,73.980,5.421,20.153,0.255,0.0,0.191,0.0,0.0,0.0,1302.0,0.0,93401088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,3892002816.0,841728000.0,5291024384.0,89922834432.0,0.0,0.0
1556517912.593,35.567,4.696,59.674,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4789235712.0,841728000.0,5307707392.0,89008918528.0,0.0,0.0
1556517913.593,17.157,7.389,74.828,0.063,0.0,0.564,927.0,456.0,927.0,1.84467440737e+19,0.0,286720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,3678371840.0,841728000.0,5238517760.0,90188972032.0,0.0,0.0
1556517914.593,22.389,9.008,68.473,0.065,0.0,0.065,618.0,304.0,618.0,1.84467440737e+19,0.0,2646016.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,3.0,0.0,0.0,0.0,0.0,3969654784.0,841728000.0,5184831488.0,89951375360.0,0.0,0.0
1556517915.593,30.416,9.320,60.202,0.063,0.0,0.0,309.0,152.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3948666880.0,841728000.0,5224488960.0,89932705792.0,0.0,0.0
1556517916.593,15.722,9.548,74.093,0.318,0.0,0.318,0.0,0.0,0.0,0.0,0.0,7540736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,3937869824.0,841728000.0,5268389888.0,89899601920.0,0.0,0.0
1556517917.593,9.885,12.372,77.360,0.255,0.0,0.128,0.0,0.0,9592.0,6522.0,0.0,7548928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,4011823104.0,841728000.0,5218807808.0,89875230720.0,0.0,0.0
1556517918.593,2.650,1.577,95.457,0.0,0.0,0.315,441.0,726.0,49555.0,64391.0,0.0,417792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3958140928.0,841728000.0,5219139584.0,89928581120.0,0.0,0.0
