/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","26 Apr 2019 01:22:07 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556266936.236,0.0,0.188,99.812,0.0,0.0,0.0,402.0,204.0,402.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2129219584.0,618979328.0,1857011712.0,95342379008.0,0.0,0.0
1556266937.236,0.063,0.188,99.750,0.0,0.0,0.0,408.0,408.0,408.0,408.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2129092608.0,618979328.0,1857011712.0,95342505984.0,0.0,0.0
1556266938.236,0.062,0.125,99.812,0.0,0.0,0.0,504.0,306.0,504.0,306.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2128965632.0,618979328.0,1857011712.0,95342632960.0,0.0,0.0
1556266939.236,0.062,0.250,99.688,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128838656.0,618979328.0,1857011712.0,95342759936.0,0.0,0.0
1556266940.236,0.062,0.250,99.688,0.0,0.0,0.0,474.0,408.0,474.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128707584.0,618979328.0,1857015808.0,95342886912.0,0.0,0.0
1556266941.236,0.0,0.125,99.875,0.0,0.0,0.0,132.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128809984.0,618979328.0,1857015808.0,95342784512.0,0.0,0.0
1556266942.236,0.062,0.187,99.688,0.062,0.0,0.0,540.0,408.0,540.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128429056.0,618979328.0,1857015808.0,95343165440.0,0.0,0.0
1556266943.236,0.063,0.125,99.812,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2128752640.0,618979328.0,1857015808.0,95342841856.0,0.0,0.0
1556266944.236,0.062,0.312,99.625,0.0,0.0,0.0,438.0,314.0,438.0,314.0,0.0,0.0,0.0,167936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2128498688.0,618979328.0,1857015808.0,95343095808.0,0.0,0.0
1556266945.236,0.062,0.125,99.812,0.0,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128465920.0,618979328.0,1857015808.0,95343128576.0,0.0,0.0
1556266946.236,0.0,0.188,99.812,0.0,0.0,0.0,606.0,408.0,606.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128465920.0,618979328.0,1857015808.0,95343128576.0,0.0,0.0
1556266947.236,0.062,0.250,99.688,0.0,0.0,0.0,336.0,204.0,336.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128285696.0,618979328.0,1857015808.0,95343308800.0,0.0,0.0
1556266948.236,0.0,0.187,99.750,0.062,0.0,0.0,372.0,306.0,372.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128015360.0,618979328.0,1857015808.0,95343579136.0,0.0,0.0
1556266949.236,0.063,0.250,99.687,0.0,0.0,0.0,234.0,110.0,234.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127982592.0,618979328.0,1857015808.0,95343611904.0,0.0,0.0
1556266950.236,0.063,0.125,99.812,0.0,0.0,0.0,270.0,398.0,270.0,398.0,0.0,32768.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,2127757312.0,618979328.0,1857015808.0,95343837184.0,0.0,0.0
1556266951.236,0.062,0.250,99.688,0.0,0.0,0.0,1312.0,3770.0,1312.0,3770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127663104.0,618979328.0,1857015808.0,95343931392.0,0.0,0.0
1556266952.236,0.063,0.125,99.750,0.063,0.0,0.0,732.0,204.0,732.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127597568.0,618979328.0,1857015808.0,95343996928.0,0.0,0.0
1556266953.236,0.062,0.125,99.812,0.0,0.0,0.0,336.0,204.0,336.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127216640.0,618979328.0,1857015808.0,95344377856.0,0.0,0.0
1556266954.236,0.0,0.125,99.875,0.0,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127290368.0,618979328.0,1857015808.0,95344304128.0,0.0,0.0
1556266955.236,0.125,0.125,99.750,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127417344.0,618979328.0,1857015808.0,95344177152.0,0.0,0.0
1556266956.236,0.0,0.250,99.750,0.0,0.0,0.0,204.0,204.0,204.0,204.0,0.0,36864.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2127290368.0,618979328.0,1857015808.0,95344304128.0,0.0,0.0
1556266957.236,0.062,0.250,99.688,0.0,0.0,0.0,402.0,204.0,402.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127126528.0,618979328.0,1857019904.0,95344463872.0,0.0,0.0
1556266958.236,0.062,0.125,99.750,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127245312.0,618979328.0,1857019904.0,95344345088.0,0.0,0.0
1556266959.236,0.0,0.312,99.688,0.0,0.0,0.0,270.0,574.0,270.0,574.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2127118336.0,618979328.0,1857019904.0,95344472064.0,0.0,0.0
1556266960.236,0.063,0.188,99.750,0.0,0.0,0.0,540.0,408.0,540.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127151104.0,618979328.0,1857019904.0,95344439296.0,0.0,0.0
1556266961.236,0.0,0.125,99.875,0.0,0.0,0.0,132.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2126864384.0,618979328.0,1857019904.0,95344726016.0,0.0,0.0
1556266962.236,2.251,0.438,97.248,0.063,0.0,0.0,168.0,236.0,168.0,236.0,0.0,0.0,0.0,40960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2176421888.0,618979328.0,1857019904.0,95295168512.0,0.0,0.0
1556266963.236,8.890,4.729,86.003,0.126,0.0,0.252,1088.0,1023.0,1088.0,1167.0,0.0,3145728.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,1.0,0.0,0.0,0.0,0.0,2318385152.0,619032576.0,1884340224.0,95125831680.0,0.0,0.0
1556266964.236,9.286,8.086,82.186,0.190,0.0,0.253,198.0,660.0,198.0,2989.0,0.0,5246976.0,0.0,0.0,0.0,204800.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0,0.0,0.0,48.0,0.0,0.0,2427932672.0,619032576.0,1884889088.0,95015735296.0,0.0,0.0
1556266965.236,4.296,1.958,93.430,0.126,0.0,0.190,986.0,904.0,986.0,12238.0,0.0,1445888.0,0.0,1441792.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,352.0,0.0,0.0,0.0,0.0,2337964032.0,619032576.0,1885548544.0,95105044480.0,0.0,0.0
1556266966.236,3.957,2.952,92.965,0.063,0.0,0.063,1434.0,710.0,1434.0,13035.0,0.0,1146880.0,0.0,0.0,0.0,1462272.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,357.0,0.0,0.0,2339426304.0,619040768.0,1858342912.0,95130779648.0,0.0,0.0
1556266967.236,0.125,0.500,99.375,0.0,0.0,0.0,618.0,304.0,618.0,8881.0,0.0,1114112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2338734080.0,619040768.0,1858625536.0,95131189248.0,0.0,0.0
1556266968.236,0.188,0.438,99.312,0.063,0.0,0.0,309.0,152.0,309.0,2984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2338697216.0,619040768.0,1858629632.0,95131222016.0,0.0,0.0
1556266969.236,2.752,0.625,96.623,0.0,0.0,0.0,0.0,126.0,0.0,5171.0,0.0,0.0,0.0,0.0,0.0,204800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,50.0,0.0,0.0,2370203648.0,619040768.0,1858629632.0,95099715584.0,0.0,0.0
1556266970.236,4.201,0.690,95.047,0.0,0.0,0.063,132.0,228.0,15932.0,18998.0,0.0,315392.0,0.0,180224.0,0.0,221184.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,10.0,0.0,46.0,0.0,0.0,2384490496.0,619040768.0,1858678784.0,95085379584.0,0.0,0.0
1556266971.236,0.125,0.376,99.499,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384236544.0,619040768.0,1858678784.0,95085633536.0,0.0,0.0
1556266972.236,0.125,0.375,99.437,0.063,0.0,0.0,0.0,0.0,0.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383855616.0,619040768.0,1858678784.0,95086014464.0,0.0,0.0
1556266973.236,0.375,0.375,99.250,0.0,0.0,0.0,0.0,0.0,0.0,1165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381754368.0,619040768.0,1858682880.0,95088111616.0,0.0,0.0
1556266974.236,0.188,0.375,99.437,0.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381451264.0,619040768.0,1858678784.0,95088418816.0,0.0,0.0
1556266975.236,4.266,0.502,95.107,0.0,0.0,0.125,264.0,912.0,130130.0,202018.0,0.0,798720.0,0.0,774144.0,0.0,942080.0,0.0,0.0,0.0,8.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,170.0,0.0,212.0,0.0,0.0,2394234880.0,619040768.0,1858678784.0,95075635200.0,0.0,0.0
1556266976.236,6.808,0.750,92.005,0.125,0.0,0.312,396.0,1076.0,116850.0,186962.0,0.0,1470464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,2401939456.0,619044864.0,1859112960.0,95067492352.0,0.0,0.0
1556266977.236,2.633,0.564,96.740,0.0,0.0,0.063,71673.0,12310.0,189547.0,76760.0,0.0,507904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2413510656.0,619048960.0,1859223552.0,95055806464.0,0.0,0.0
1556266978.236,0.377,0.314,99.309,0.0,0.0,0.0,137196.0,60938.0,137196.0,61634.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2417991680.0,619048960.0,1859223552.0,95051325440.0,0.0,0.0
1556266979.236,12.854,3.781,83.050,0.0,0.0,0.315,56397014.0,355163.0,56397014.0,355163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472693760.0,619978752.0,1947013120.0,94907904000.0,0.0,0.0
1556266980.236,20.786,6.907,70.722,0.0,0.0,1.584,107959368.0,763029.0,107959368.0,763885.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2477281280.0,622755840.0,2112999424.0,94734553088.0,0.0,0.0
1556266981.236,11.656,5.478,81.911,0.191,0.0,0.764,115835638.0,883112.0,115855109.0,903846.0,20480.0,7180288.0,0.0,45056.0,0.0,49152.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,142.0,0.0,11.0,0.0,12.0,0.0,0.0,2478632960.0,623165440.0,2212253696.0,94633537536.0,0.0,0.0
1556266982.236,14.611,6.199,78.368,0.127,0.0,0.696,104643998.0,452870.0,104643998.0,453084.0,12288.0,3375104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,2488463360.0,625278976.0,2336710656.0,94497136640.0,0.0,0.0
1556266983.236,16.571,6.667,76.381,0.0,0.0,0.381,79371166.0,258220.0,79371166.0,258220.0,0.0,647168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2485727232.0,625442816.0,2517286912.0,94319132672.0,0.0,0.0
1556266984.236,15.773,5.615,78.423,0.0,0.0,0.189,58537192.0,195873.0,58537192.0,195873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2486145024.0,625635328.0,2677932032.0,94157877248.0,0.0,0.0
1556266985.236,12.657,4.471,82.809,0.063,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,167936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,2487316480.0,626388992.0,2783346688.0,94050537472.0,0.0,0.0
1556266986.236,10.044,5.054,84.586,0.126,0.0,0.190,0.0,0.0,0.0,0.0,8192.0,6504448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2493480960.0,631078912.0,2697273344.0,94125756416.0,0.0,0.0
1556266987.236,10.599,3.912,85.237,0.0,0.0,0.252,0.0,0.0,0.0,0.0,4096.0,446464.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0,2493677568.0,632557568.0,2778832896.0,94042521600.0,0.0,0.0
