/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","28 Apr 2019 23:22:14 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556518953.627,0.125,0.125,99.750,0.0,0.0,0.0,774.0,908.0,774.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429978112.0,843251712.0,19515838464.0,76158521344.0,0.0,0.0
1556518954.627,0.0,0.187,99.750,0.062,0.0,0.0,132.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429801984.0,843251712.0,19515838464.0,76158697472.0,0.0,0.0
1556518955.627,0.0,0.125,99.875,0.0,0.0,0.0,438.0,322.0,438.0,322.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3429675008.0,843251712.0,19515838464.0,76158824448.0,0.0,0.0
1556518956.627,0.062,0.188,99.750,0.0,0.0,0.0,270.0,204.0,270.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429507072.0,843251712.0,19515838464.0,76158992384.0,0.0,0.0
1556518957.627,0.0,0.188,99.812,0.0,0.0,0.0,3960.0,3432.0,3960.0,3432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429380096.0,843251712.0,19515838464.0,76159119360.0,0.0,0.0
1556518958.627,0.062,0.125,99.750,0.062,0.0,0.0,1416.0,1020.0,1416.0,1020.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3429408768.0,843251712.0,19515838464.0,76159090688.0,0.0,0.0
1556518959.627,0.187,0.187,99.625,0.0,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429212160.0,843251712.0,19515838464.0,76159287296.0,0.0,0.0
1556518960.627,0.062,0.250,99.688,0.0,0.0,0.0,336.0,212.0,336.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3428990976.0,843251712.0,19515838464.0,76159508480.0,0.0,0.0
1556518961.627,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3429212160.0,843251712.0,19515838464.0,76159287296.0,0.0,0.0
1556518962.627,0.0,0.125,99.875,0.0,0.0,0.0,372.0,306.0,372.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429195776.0,843251712.0,19515838464.0,76159303680.0,0.0,0.0
1556518963.627,0.063,0.188,99.750,0.0,0.0,0.0,234.0,102.0,234.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429228544.0,843251712.0,19515838464.0,76159270912.0,0.0,0.0
1556518964.627,0.062,0.250,99.625,0.062,0.0,0.0,270.0,204.0,270.0,204.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3428765696.0,843251712.0,19515842560.0,76159729664.0,0.0,0.0
1556518965.627,0.125,0.125,99.750,0.0,0.0,0.0,438.0,306.0,438.0,306.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3428765696.0,843251712.0,19515842560.0,76159729664.0,0.0,0.0
1556518966.627,0.062,0.187,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3428704256.0,843251712.0,19515842560.0,76159791104.0,0.0,0.0
1556518967.627,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3428696064.0,843251712.0,19515842560.0,76159799296.0,0.0,0.0
1556518968.627,2.308,0.374,97.255,0.062,0.0,0.0,168.0,220.0,168.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3473141760.0,843251712.0,19515842560.0,76115353600.0,0.0,0.0
1556518969.627,8.976,5.752,84.956,0.126,0.0,0.190,1397.0,1079.0,1397.0,1223.0,0.0,30588928.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,3052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,1.0,0.0,0.0,0.0,0.0,3655319552.0,843251712.0,19543298048.0,75905720320.0,0.0,0.0
1556518970.627,4.956,2.196,92.472,0.125,0.0,0.251,228.0,286.0,228.0,2405.0,0.0,2617344.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,12.0,0.0,0.0,0.0,0.0,3611353088.0,843251712.0,19543592960.0,75949391872.0,0.0,0.0
1556518971.627,7.536,6.586,85.497,0.127,0.0,0.253,750.0,720.0,750.0,5954.0,0.0,3325952.0,0.0,0.0,0.0,1171456.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,70.0,0.0,0.0,3680260096.0,843251712.0,19541499904.0,75882577920.0,0.0,0.0
1556518972.626,9.182,1.887,88.805,0.063,0.0,0.063,375.0,372.0,375.0,12916.0,0.0,499712.0,0.0,13488128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,825.0,0.0,0.0,0.0,0.0,3733549056.0,843251712.0,19528245248.0,75842543616.0,0.0,0.0
1556518973.627,9.461,3.195,87.155,0.063,0.0,0.125,1059.0,770.0,1059.0,7713.0,0.0,1347584.0,0.0,0.0,0.0,10031104.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,514.0,0.0,0.0,3831357440.0,843251712.0,19493675008.0,75779305472.0,0.0,0.0
1556518974.627,1.563,0.500,97.874,0.0,0.0,0.063,309.0,152.0,309.0,5098.0,0.0,0.0,0.0,0.0,0.0,3424256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,3833249792.0,843251712.0,19487547392.0,75783540736.0,0.0,0.0
1556518975.627,0.125,0.376,99.499,0.0,0.0,0.0,618.0,304.0,618.0,6120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3833499648.0,843251712.0,19487318016.0,75783520256.0,0.0,0.0
1556518976.627,2.943,0.564,96.431,0.063,0.0,0.0,309.0,278.0,309.0,2494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3870212096.0,843251712.0,19487318016.0,75746807808.0,0.0,0.0
1556518977.627,7.354,2.891,89.692,0.0,0.0,0.063,264.0,908.0,15950.0,18249.0,0.0,364544.0,0.0,61440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,15.0,0.0,0.0,0.0,0.0,3718610944.0,843251712.0,19514449920.0,75871277056.0,0.0,0.0
1556518978.627,3.492,4.063,92.127,0.063,0.0,0.254,1743.0,1192.0,2159.0,1.84467440737e+19,0.0,1380352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,3622871040.0,843251712.0,19514515456.0,75966951424.0,0.0,0.0
1556518979.627,1.067,1.255,97.677,0.0,0.0,0.0,441.0,254.0,1.84467440737e+19,1.84467440737e+19,0.0,319488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,3607552000.0,843251712.0,19514437632.0,75982348288.0,0.0,0.0
1556518980.627,1.508,0.251,98.240,0.0,0.0,0.0,309.0,152.0,309.0,222.0,0.0,0.0,0.0,258048.0,0.0,36864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,9.0,0.0,0.0,3605995520.0,843251712.0,19514433536.0,75983908864.0,0.0,0.0
1556518981.627,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,3604959232.0,843251712.0,19514429440.0,75984949248.0,0.0,0.0
1556518982.627,0.125,0.125,99.687,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3604197376.0,843251712.0,19514429440.0,75985711104.0,0.0,0.0
1556518983.627,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3603308544.0,843251712.0,19514429440.0,75986599936.0,0.0,0.0
1556518984.627,0.062,0.125,99.750,0.062,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602927616.0,843251712.0,19514429440.0,75986980864.0,0.0,0.0
1556518985.627,0.625,0.375,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3580600320.0,843251712.0,19514429440.0,76009308160.0,0.0,0.0
1556518986.627,0.438,0.188,99.375,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,90112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,3545468928.0,843251712.0,19514429440.0,76044439552.0,0.0,0.0
1556518987.627,0.439,1.443,98.055,0.0,0.0,0.063,0.0,0.0,0.0,214.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3526287360.0,843251712.0,19514429440.0,76063621120.0,0.0,0.0
1556518988.627,5.738,2.585,91.236,0.126,0.0,0.315,2081.0,2991.0,1.84467440737e+19,1.84467440737e+19,0.0,2527232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,3436634112.0,843251712.0,19487105024.0,76180598784.0,0.0,0.0
1556518989.627,0.063,0.188,99.750,0.0,0.0,0.0,573.0,152.0,573.0,152.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3436417024.0,843251712.0,19486158848.0,76181762048.0,0.0,0.0
1556518990.627,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3436449792.0,843251712.0,19486158848.0,76181729280.0,0.0,0.0
1556518991.627,0.062,0.250,99.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,3435560960.0,843251712.0,19486158848.0,76182618112.0,0.0,0.0
1556518992.627,0.062,0.187,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434799104.0,843251712.0,19486158848.0,76183379968.0,0.0,0.0
1556518993.627,0.0,0.125,99.812,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434799104.0,843251712.0,19486158848.0,76183379968.0,0.0,0.0
1556518994.627,0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,3434164224.0,843251712.0,19486158848.0,76184014848.0,0.0,0.0
1556518995.627,0.062,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3433529344.0,843251712.0,19486158848.0,76184649728.0,0.0,0.0
