/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","26 Apr 2019 00:11:51 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556262726.847,0.0,0.188,99.812,0.0,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115895296.0,306077696.0,1617596416.0,95908020224.0,0.0,0.0
1556262727.847,0.125,0.187,99.688,0.0,0.0,0.0,336.0,204.0,336.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115641344.0,306077696.0,1617596416.0,95908274176.0,0.0,0.0
1556262728.847,0.0,0.125,99.812,0.063,0.0,0.0,270.0,204.0,270.0,204.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2115633152.0,306085888.0,1617596416.0,95908274176.0,0.0,0.0
1556262729.847,0.0,0.250,99.750,0.0,0.0,0.0,438.0,306.0,438.0,306.0,0.0,65536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2115854336.0,306085888.0,1617596416.0,95908052992.0,0.0,0.0
1556262730.847,0.0,0.188,99.812,0.0,0.0,0.0,270.0,204.0,270.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115502080.0,306085888.0,1617596416.0,95908405248.0,0.0,0.0
1556262731.847,0.0,0.188,99.812,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115788800.0,306085888.0,1617596416.0,95908118528.0,0.0,0.0
1556262732.847,0.062,0.125,99.750,0.062,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115788800.0,306085888.0,1617596416.0,95908118528.0,0.0,0.0
1556262733.847,0.0,0.250,99.750,0.0,0.0,0.0,372.0,306.0,372.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115502080.0,306085888.0,1617596416.0,95908405248.0,0.0,0.0
1556262734.847,0.062,0.125,99.812,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,32768.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2115493888.0,306094080.0,1617596416.0,95908405248.0,0.0,0.0
1556262735.847,0.0,0.188,99.812,0.0,0.0,0.0,234.0,102.0,234.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115747840.0,306094080.0,1617596416.0,95908151296.0,0.0,0.0
1556262736.847,0.0,0.125,99.875,0.0,0.0,0.0,540.0,518.0,540.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115907584.0,306094080.0,1617596416.0,95907991552.0,0.0,0.0
1556262737.847,0.0,0.125,99.875,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115780608.0,306094080.0,1617596416.0,95908118528.0,0.0,0.0
1556262738.847,0.062,0.188,99.688,0.062,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116382720.0,306094080.0,1617596416.0,95907516416.0,0.0,0.0
1556262739.847,0.0,0.188,99.812,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116382720.0,306094080.0,1617596416.0,95907516416.0,0.0,0.0
1556262740.847,0.062,0.188,99.750,0.0,0.0,0.0,372.0,306.0,372.0,306.0,0.0,32768.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2115993600.0,306102272.0,1617596416.0,95907897344.0,0.0,0.0
1556262741.847,0.0,0.125,99.875,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115735552.0,306102272.0,1617600512.0,95908151296.0,0.0,0.0
1556262742.847,0.125,0.187,99.688,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2115608576.0,306102272.0,1617600512.0,95908278272.0,0.0,0.0
1556262743.847,0.063,0.188,99.750,0.0,0.0,0.0,372.0,314.0,372.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115608576.0,306102272.0,1617600512.0,95908278272.0,0.0,0.0
1556262744.847,0.0,0.125,99.875,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115403776.0,306102272.0,1617600512.0,95908483072.0,0.0,0.0
1556262745.847,0.125,0.125,99.688,0.062,0.0,0.0,606.0,408.0,606.0,408.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2116132864.0,306102272.0,1617600512.0,95907753984.0,0.0,0.0
1556262746.847,0.063,0.125,99.812,0.0,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2116030464.0,306110464.0,1617600512.0,95907848192.0,0.0,0.0
1556262747.847,0.0,0.188,99.812,0.0,0.0,0.0,336.0,204.0,336.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115903488.0,306110464.0,1617600512.0,95907975168.0,0.0,0.0
1556262748.847,0.062,0.187,99.750,0.0,0.0,0.0,270.0,204.0,270.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115977216.0,306110464.0,1617600512.0,95907901440.0,0.0,0.0
1556262749.847,0.062,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2115977216.0,306110464.0,1617600512.0,95907901440.0,0.0,0.0
1556262750.847,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2115596288.0,306110464.0,1617600512.0,95908282368.0,0.0,0.0
1556262751.847,5.490,1.248,92.701,0.499,0.0,0.062,300.0,410.0,300.0,410.0,0.0,0.0,10792960.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,1.0,0.0,0.0,0.0,0.0,2206396416.0,309923840.0,1652137984.0,95779131392.0,0.0,0.0
1556262752.847,8.454,7.256,83.785,0.126,0.0,0.379,956.0,1281.0,956.0,2468.0,0.0,3588096.0,0.0,2629632.0,0.0,184320.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,642.0,0.0,45.0,0.0,0.0,2310770688.0,309972992.0,1652244480.0,95674601472.0,0.0,0.0
1556262753.847,11.216,7.120,81.159,0.252,0.0,0.252,330.0,424.0,330.0,2881.0,0.0,5656576.0,0.0,847872.0,0.0,864256.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,207.0,0.0,211.0,0.0,0.0,2415202304.0,310317056.0,1652871168.0,95569199104.0,0.0,0.0
1556262754.846,3.708,2.137,93.966,0.063,0.0,0.126,1059.0,676.0,1059.0,19302.0,0.0,1585152.0,0.0,835584.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,204.0,0.0,0.0,0.0,0.0,2444345344.0,310489088.0,1653104640.0,95539650560.0,0.0,0.0
1556262755.847,1.698,1.132,97.170,0.0,0.0,0.0,993.0,566.0,993.0,7143.0,0.0,237568.0,0.0,0.0,0.0,909312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,222.0,0.0,0.0,2398429184.0,310661120.0,1625944064.0,95612555264.0,0.0,0.0
1556262756.846,0.126,0.314,99.561,0.0,0.0,0.0,309.0,152.0,309.0,6248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398539776.0,310661120.0,1625948160.0,95612440576.0,0.0,0.0
1556262757.847,0.250,0.250,99.500,0.0,0.0,0.0,309.0,152.0,309.0,3336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398334976.0,310661120.0,1625948160.0,95612645376.0,0.0,0.0
1556262758.847,5.148,1.067,93.346,0.377,0.0,0.063,309.0,278.0,309.0,5286.0,0.0,0.0,6971392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,0.0,0.0,0.0,0.0,0.0,2441175040.0,311693312.0,1631641600.0,95563079680.0,0.0,0.0
1556262759.847,2.065,0.688,97.184,0.063,0.0,0.0,132.0,228.0,15928.0,18827.0,0.0,2121728.0,73728.0,1273856.0,0.0,188416.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,14.0,311.0,0.0,38.0,0.0,0.0,2444587008.0,311754752.0,1631997952.0,95559249920.0,0.0,0.0
1556262760.847,0.063,0.251,99.687,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2444197888.0,311754752.0,1632006144.0,95559630848.0,0.0,0.0
1556262761.847,0.125,0.313,99.499,0.063,0.0,0.0,0.0,0.0,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443436032.0,311754752.0,1632006144.0,95560392704.0,0.0,0.0
1556262762.847,0.063,0.314,99.624,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2442137600.0,311754752.0,1632002048.0,95561695232.0,0.0,0.0
1556262763.847,0.125,0.375,99.499,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2441756672.0,311754752.0,1632002048.0,95562076160.0,0.0,0.0
1556262764.847,6.062,0.688,93.0,0.062,0.0,0.188,264.0,1242.0,150342.0,235815.0,0.0,1077248.0,4096.0,786432.0,0.0,831488.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,174.0,0.0,185.0,0.0,0.0,2456059904.0,312168448.0,1632378880.0,95546982400.0,0.0,0.0
1556262765.847,6.817,0.563,92.433,0.125,0.0,0.063,396.0,974.0,116632.0,180806.0,0.0,1474560.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,3.0,0.0,0.0,0.0,0.0,0.0,2463125504.0,312168448.0,1632546816.0,95539748864.0,0.0,0.0
1556262766.847,10.526,8.624,80.533,0.127,0.0,0.190,132.0,0.0,98570.0,38004.0,0.0,3981312.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1.0,0.0,0.0,0.0,0.0,0.0,2529685504.0,312168448.0,1633009664.0,95472726016.0,0.0,0.0
1556262767.846,77.445,10.779,11.776,0.0,0.0,0.0,309.0,152.0,309.0,2900.0,0.0,180224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3271438336.0,312168448.0,1641779200.0,94722203648.0,0.0,0.0
1556262768.847,92.562,7.125,0.312,0.0,0.0,0.0,1236.0,608.0,1236.0,4998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3538165760.0,312168448.0,1662361600.0,94434893824.0,0.0,0.0
1556262769.847,93.680,5.820,0.501,0.0,0.0,0.0,309.0,152.0,309.0,3066.0,0.0,0.0,0.0,61440.0,0.0,57344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,3368882176.0,312184832.0,1684779008.0,94581743616.0,0.0,0.0
1556262770.847,91.782,7.277,0.941,0.0,0.0,0.0,0.0,0.0,18870.0,20525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2984988672.0,312184832.0,1712119808.0,94938296320.0,0.0,0.0
1556262771.847,86.159,5.841,7.937,0.0,0.0,0.063,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2754772992.0,312184832.0,1742700544.0,95137931264.0,0.0,0.0
1556262772.847,56.613,5.623,37.700,0.064,0.0,0.0,0.0,0.0,0.0,1195.0,0.0,2732032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2780692480.0,312184832.0,1763270656.0,95091441664.0,0.0,0.0
