/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","26 Apr 2019 04:13:41 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556277230.391,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3912548352.0,669208576.0,54792040448.0,40573792256.0,0.0,0.0
1556277231.391,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3912294400.0,669208576.0,54792040448.0,40574046208.0,0.0,0.0
1556277232.391,0.0,0.188,99.812,0.0,0.0,0.0,270.0,212.0,270.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3912294400.0,669208576.0,54792040448.0,40574046208.0,0.0,0.0
1556277233.391,0.0,0.125,99.812,0.062,0.0,0.0,336.0,220.0,336.0,220.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3912294400.0,669208576.0,54792040448.0,40574046208.0,0.0,0.0
1556277234.391,0.0,0.125,99.875,0.0,0.0,0.0,336.0,220.0,336.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3912036352.0,669208576.0,54792044544.0,40574300160.0,0.0,0.0
1556277235.391,0.062,0.187,99.750,0.0,0.0,0.0,168.0,110.0,168.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3912003584.0,669208576.0,54792044544.0,40574332928.0,0.0,0.0
1556277236.391,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3911942144.0,669208576.0,54792044544.0,40574394368.0,0.0,0.0
1556277237.391,0.063,0.125,99.812,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3911688192.0,669208576.0,54792044544.0,40574648320.0,0.0,0.0
1556277238.391,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3911688192.0,669208576.0,54792044544.0,40574648320.0,0.0,0.0
1556277239.391,0.062,0.187,99.688,0.062,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3911688192.0,669208576.0,54792044544.0,40574648320.0,0.0,0.0
1556277240.391,5.882,0.939,93.179,0.0,0.0,0.0,234.0,456.0,234.0,456.0,32768.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3984470016.0,669208576.0,54819262464.0,40474648576.0,0.0,0.0
1556277241.391,8.234,6.600,84.727,0.126,0.0,0.314,1067.0,521.0,1067.0,925.0,0.0,30855168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,4076507136.0,669208576.0,54819463168.0,40382410752.0,0.0,0.0
1556277242.391,14.771,7.291,77.373,0.251,0.0,0.314,0.0,0.0,0.0,3224.0,0.0,6709248.0,0.0,11456512.0,0.0,835584.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,613.0,0.0,67.0,0.0,0.0,4194004992.0,669208576.0,54806282240.0,40278093824.0,0.0,0.0
1556277243.391,15.842,2.818,80.714,0.188,0.0,0.438,1545.0,760.0,1545.0,19805.0,0.0,1073152.0,0.0,71028736.0,0.0,2428928.0,0.0,0.0,0.0,8.0,0.0,204.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,1211.0,0.0,155.0,0.0,0.0,4229275648.0,669208576.0,54860656640.0,40188448768.0,0.0,0.0
1556277244.391,24.671,2.880,71.822,0.188,0.0,0.438,309.0,152.0,309.0,6154.0,0.0,241664.0,0.0,75870208.0,0.0,58105856.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,958.0,0.0,1392.0,0.0,0.0,4249260032.0,669208576.0,54855565312.0,40173555712.0,0.0,0.0
1556277245.391,12.180,1.312,86.321,0.187,0.0,0.0,477.0,356.0,477.0,6703.0,0.0,0.0,0.0,3383296.0,0.0,78053376.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,982.0,0.0,0.0,4259315712.0,669208576.0,54772031488.0,40247033856.0,0.0,0.0
1556277246.391,3.634,0.689,95.677,0.0,0.0,0.0,309.0,152.0,309.0,3443.0,0.0,0.0,0.0,0.0,0.0,23203840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,4259844096.0,669208576.0,54714408960.0,40304128000.0,0.0,0.0
1556277247.391,5.395,0.816,93.789,0.0,0.0,0.0,309.0,152.0,309.0,5193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4304658432.0,669208576.0,54713720832.0,40260001792.0,0.0,0.0
1556277248.391,4.654,3.648,91.572,0.0,0.0,0.126,618.0,304.0,22562.0,8858.0,0.0,552960.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,4178616320.0,669208576.0,54741090304.0,40358674432.0,0.0,0.0
1556277249.391,3.549,3.549,92.649,0.127,0.0,0.127,927.0,456.0,1.84467440737e+19,1.84467440737e+19,0.0,1519616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,4095836160.0,669208576.0,54740893696.0,40441651200.0,0.0,0.0
1556277250.391,0.0,0.438,99.562,0.0,0.0,0.0,849.0,560.0,849.0,988.0,0.0,0.0,0.0,180224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,4087894016.0,669208576.0,54740840448.0,40449646592.0,0.0,0.0
1556277251.391,0.375,0.313,99.249,0.0,0.0,0.063,870.0,1606.0,870.0,2063.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4084539392.0,669208576.0,54740840448.0,40453001216.0,0.0,0.0
1556277252.391,0.125,0.187,99.688,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,135168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,4083425280.0,669208576.0,54740807680.0,40454148096.0,0.0,0.0
1556277253.391,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082282496.0,669208576.0,54740807680.0,40455290880.0,0.0,0.0
1556277254.391,0.062,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082155520.0,669208576.0,54740807680.0,40455417856.0,0.0,0.0
1556277255.391,0.0,0.188,99.750,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4081901568.0,669208576.0,54740807680.0,40455671808.0,0.0,0.0
1556277256.391,0.688,0.250,99.061,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,40960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4060344320.0,669208576.0,54740807680.0,40477229056.0,0.0,0.0
1556277257.391,0.250,0.188,99.562,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4025413632.0,669208576.0,54740807680.0,40512159744.0,0.0,0.0
1556277258.391,1.881,1.944,96.050,0.0,0.0,0.125,477.0,270.0,1.84467440737e+19,1.84467440737e+19,0.0,172032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,4005273600.0,669208576.0,54740807680.0,40532299776.0,0.0,0.0
1556277259.391,4.293,2.273,93.056,0.189,0.0,0.189,1067.0,521.0,1.84467440737e+19,1.84467440737e+19,24576.0,2416640.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,3917045760.0,669208576.0,54712684544.0,40648650752.0,0.0,0.0
1556277260.391,0.0,0.125,99.875,0.0,0.0,0.0,477.0,262.0,477.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3914821632.0,669208576.0,54712565760.0,40650993664.0,0.0,0.0
1556277261.391,0.062,0.250,99.625,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872448.0,0.0,483328.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,118.0,0.0,0.0,0.0,0.0,3914694656.0,669208576.0,54712565760.0,40651120640.0,0.0,0.0
1556277262.391,0.0,0.125,99.875,0.0,0.0,0.0,576.0,510.0,576.0,510.0,0.0,0.0,0.0,28672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3914579968.0,669208576.0,54712565760.0,40651235328.0,0.0,0.0
1556277263.391,0.0,0.125,99.875,0.0,0.0,0.0,2604.0,2142.0,2604.0,2142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3913691136.0,669208576.0,54712565760.0,40652124160.0,0.0,0.0
1556277264.391,0.0,0.125,99.875,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3913580544.0,669208576.0,54712565760.0,40652234752.0,0.0,0.0
1556277265.391,0.062,0.125,99.750,0.062,0.0,0.0,234.0,102.0,234.0,102.0,0.0,155648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3913072640.0,669208576.0,54712565760.0,40652742656.0,0.0,0.0
1556277266.391,0.0,0.188,99.812,0.0,0.0,0.0,438.0,306.0,438.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3912089600.0,669208576.0,54712565760.0,40653725696.0,0.0,0.0
1556277267.391,0.0,0.125,99.875,0.0,0.0,0.0,372.0,306.0,372.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3911958528.0,669208576.0,54712569856.0,40653852672.0,0.0,0.0
1556277268.391,0.062,0.187,99.750,0.0,0.0,0.0,234.0,102.0,234.0,102.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3911577600.0,669208576.0,54712569856.0,40654233600.0,0.0,0.0
1556277269.391,0.062,0.312,99.625,0.0,0.0,0.0,438.0,534.0,438.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3909836800.0,669208576.0,54712569856.0,40655974400.0,0.0,0.0
1556277270.391,0.062,0.125,99.812,0.0,0.0,0.0,132.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3908628480.0,669208576.0,54712565760.0,40657186816.0,0.0,0.0
1556277271.391,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3907084288.0,669208576.0,54712565760.0,40658731008.0,0.0,0.0
1556277272.391,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3906056192.0,669208576.0,54712565760.0,40659759104.0,0.0,0.0
1556277273.391,0.062,0.187,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3905675264.0,669208576.0,54712565760.0,40660140032.0,0.0,0.0
1556277274.391,0.0,0.125,99.812,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3905404928.0,669208576.0,54712565760.0,40660410368.0,0.0,0.0
1556277275.391,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3905126400.0,669208576.0,54712565760.0,40660688896.0,0.0,0.0
1556277276.391,0.062,0.187,99.688,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3904729088.0,669208576.0,54712565760.0,40661086208.0,0.0,0.0
1556277277.391,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,3904475136.0,669208576.0,54712565760.0,40661340160.0,0.0,0.0
1556277278.391,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3904327680.0,669208576.0,54712565760.0,40661487616.0,0.0,0.0
1556277279.391,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3904327680.0,669208576.0,54712565760.0,40661487616.0,0.0,0.0
1556277280.391,0.062,0.187,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,3904057344.0,669208576.0,54712565760.0,40661757952.0,0.0,0.0
1556277281.391,0.0,0.063,99.937,0.0,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3903795200.0,669208576.0,54712565760.0,40662020096.0,0.0,0.0
1556277282.391,0.062,0.250,99.688,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,81920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,3903778816.0,669208576.0,54712565760.0,40662036480.0,0.0,0.0
