/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","26 Apr 2019 04:16:40 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556277420.468,8.507,4.726,86.452,0.126,0.0,0.189,309.0,152.0,309.0,17270.0,0.0,2551808.0,0.0,1425408.0,0.0,1441792.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,174.0,0.0,352.0,0.0,0.0,2619678720.0,669208576.0,4421328896.0,92237373440.0,0.0,0.0
1556277421.468,0.376,0.314,99.247,0.063,0.0,0.0,927.0,456.0,927.0,5839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2618142720.0,669208576.0,4421464064.0,92238774272.0,0.0,0.0
1556277422.468,0.125,0.562,99.312,0.0,0.0,0.0,618.0,304.0,618.0,8751.0,0.0,0.0,0.0,45056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2619604992.0,669208576.0,4421468160.0,92237307904.0,0.0,0.0
1556277423.468,0.188,0.314,99.498,0.0,0.0,0.0,309.0,152.0,309.0,3380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2619314176.0,669208576.0,4421468160.0,92237598720.0,0.0,0.0
1556277424.468,7.500,0.938,91.562,0.0,0.0,0.0,0.0,0.0,15794.0,21041.0,0.0,339968.0,0.0,0.0,0.0,196608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,40.0,0.0,0.0,2664353792.0,669208576.0,4421468160.0,92192559104.0,0.0,0.0
1556277425.468,0.188,0.313,99.499,0.0,0.0,0.0,0.0,0.0,0.0,1928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2664968192.0,669208576.0,4421517312.0,92191895552.0,0.0,0.0
1556277426.468,0.063,0.313,99.624,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,53248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2664841216.0,669208576.0,4421517312.0,92192022528.0,0.0,0.0
1556277427.468,0.063,0.376,99.499,0.063,0.0,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2664206336.0,669208576.0,4421517312.0,92192657408.0,0.0,0.0
1556277428.468,0.250,0.375,99.374,0.0,0.0,0.0,168.0,204.0,168.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2663030784.0,669208576.0,4421517312.0,92193832960.0,0.0,0.0
1556277429.468,2.125,0.562,97.188,0.062,0.0,0.062,0.0,0.0,55012.0,92222.0,0.0,286720.0,0.0,0.0,0.0,692224.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,151.0,0.0,0.0,2669486080.0,669208576.0,4421513216.0,92187381760.0,0.0,0.0
1556277430.468,7.089,0.502,92.221,0.0,0.0,0.188,270.0,204.0,146398.0,223820.0,0.0,1454080.0,0.0,798720.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,177.0,0.0,0.0,0.0,0.0,2689101824.0,669212672.0,4421787648.0,92167487488.0,0.0,0.0
1556277431.467,8.202,3.344,87.950,0.252,0.0,0.252,474.0,408.0,163880.0,136584.0,0.0,3538944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,2726342656.0,669212672.0,4422017024.0,92130017280.0,0.0,0.0
1556277432.467,23.901,10.261,65.711,0.0,0.0,0.127,336.0,424.0,336.0,2046.0,0.0,1531904.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,2.0,0.0,0.0,0.0,0.0,2997719040.0,669212672.0,4422455296.0,91858202624.0,0.0,0.0
1556277433.468,90.721,8.339,0.940,0.0,0.0,0.0,1545.0,760.0,1545.0,4152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3656298496.0,669212672.0,4436635648.0,91185442816.0,0.0,0.0
1556277434.468,93.801,5.949,0.250,0.0,0.0,0.0,309.0,152.0,309.0,4004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3672068096.0,669212672.0,4459036672.0,91147272192.0,0.0,0.0
1556277435.468,93.601,5.772,0.627,0.0,0.0,0.0,168.0,102.0,5034.0,7242.0,0.0,0.0,0.0,69632.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,12.0,0.0,0.0,3414867968.0,669212672.0,4484861952.0,91378647040.0,0.0,0.0
1556277436.468,89.182,7.484,3.333,0.0,0.0,0.0,168.0,110.0,14842.0,15865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091378176.0,669212672.0,4511584256.0,91675414528.0,0.0,0.0
1556277437.468,79.579,5.424,14.933,0.0,0.0,0.064,0.0,0.0,0.0,1516.0,0.0,2695168.0,0.0,217088.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,53.0,0.0,0.0,0.0,0.0,2956353536.0,669212672.0,4540145664.0,91781877760.0,0.0,0.0
1556277438.468,43.559,5.676,50.765,0.0,0.0,0.0,372.0,306.0,372.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3556491264.0,669212672.0,4552368128.0,91169517568.0,0.0,0.0
1556277439.468,21.539,5.897,71.757,0.0,0.0,0.807,540.0,408.0,540.0,408.0,0.0,102400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2798669824.0,669212672.0,4529176576.0,91950530560.0,0.0,0.0
1556277440.467,13.295,9.762,76.493,0.128,0.0,0.321,1302.0,608.0,1302.0,1.84467440737e+19,0.0,2834432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,3081408512.0,669212672.0,4428251136.0,91768717312.0,0.0,0.0
1556277441.467,30.421,7.508,62.006,0.065,0.0,0.0,309.0,152.0,309.0,152.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3072671744.0,669212672.0,4468346880.0,91737358336.0,0.0,0.0
1556277442.468,20.523,9.624,69.535,0.064,0.0,0.255,168.0,102.0,168.0,102.0,0.0,2650112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,2998882304.0,669212672.0,4592345088.0,91687149568.0,0.0,0.0
1556277443.467,8.643,9.539,77.081,4.289,0.0,0.448,1872.0,1530.0,1872.0,1620.0,0.0,67096576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,3062624256.0,669212672.0,4492066816.0,91723685888.0,0.0,0.0
1556277444.468,6.654,5.830,87.326,0.063,0.0,0.127,234.0,102.0,58526.0,68454.0,0.0,1003520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,3057737728.0,669212672.0,4492099584.0,91728539648.0,0.0,0.0
1556277445.468,8.069,9.149,82.529,0.127,0.0,0.127,927.0,456.0,138577.0,77879.0,0.0,3678208.0,0.0,229376.0,0.0,274432.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,54.0,0.0,64.0,0.0,0.0,3179589632.0,669212672.0,4492259328.0,91606528000.0,0.0,0.0
1556277446.468,59.085,9.657,31.131,0.0,0.0,0.127,309.0,152.0,309.0,5362.0,0.0,720896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,3791925248.0,669212672.0,4497752064.0,90988699648.0,0.0,0.0
1556277447.467,92.741,7.009,0.250,0.0,0.0,0.0,1545.0,760.0,1545.0,4799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4127109120.0,669212672.0,4514238464.0,90637029376.0,0.0,0.0
1556277448.468,93.041,6.520,0.376,0.0,0.0,0.063,309.0,152.0,309.0,4133.0,0.0,69300224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,4072865792.0,669212672.0,4537704448.0,90667806720.0,0.0,0.0
1556277449.468,91.965,7.282,0.753,0.0,0.0,0.0,0.0,0.0,0.0,2775.0,0.0,0.0,0.0,0.0,0.0,208896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,3861311488.0,669212672.0,4561465344.0,90855600128.0,0.0,0.0
1556277450.468,88.015,6.722,5.263,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,16384.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,3394084864.0,669212672.0,4593983488.0,91290308608.0,0.0,0.0
1556277451.468,66.155,4.990,28.791,0.064,0.0,0.0,0.0,66.0,0.0,2652.0,0.0,2768896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3277828096.0,669212672.0,4619763712.0,91380785152.0,0.0,0.0
1556277452.468,33.417,4.389,62.006,0.0,0.0,0.188,0.0,0.0,0.0,642.0,0.0,16384.0,0.0,73728.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,4328529920.0,669212672.0,4646035456.0,90303811584.0,0.0,0.0
1556277453.468,13.634,8.005,77.611,0.063,0.0,0.688,618.0,304.0,3295.0,1.84467440737e+19,0.0,1290240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3146268672.0,669212672.0,4545871872.0,91586236416.0,0.0,0.0
1556277454.468,22.022,9.208,68.641,0.064,0.0,0.064,927.0,456.0,1.84467440737e+19,1.84467440737e+19,0.0,1568768.0,0.0,0.0,0.0,57344.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,14.0,0.0,0.0,3382452224.0,669212672.0,4510281728.0,91385643008.0,0.0,0.0
1556277455.467,28.893,8.945,62.162,0.0,0.0,0.0,309.0,152.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382484992.0,669212672.0,4568690688.0,91327201280.0,0.0,0.0
1556277456.467,15.032,9.554,74.777,0.318,0.0,0.318,0.0,0.0,0.0,0.0,0.0,7860224.0,0.0,53248.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,13.0,0.0,0.0,0.0,0.0,3312672768.0,669212672.0,4612464640.0,91353239552.0,0.0,0.0
1556277457.468,9.430,12.025,77.848,0.380,0.0,0.316,0.0,0.0,9485.0,6699.0,0.0,7266304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,3450228736.0,669212672.0,4562706432.0,91265441792.0,0.0,0.0
1556277458.467,1.129,1.004,97.804,0.0,0.0,0.063,309.0,152.0,9952.0,6965.0,0.0,192512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3404394496.0,669212672.0,4562366464.0,91311616000.0,0.0,0.0
1556277459.467,0.691,1.006,98.240,0.0,0.0,0.063,477.0,254.0,10122.0,9211.0,0.0,135168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3360292864.0,669212672.0,4562403328.0,91355680768.0,0.0,0.0
1556277460.468,5.556,4.545,89.583,0.126,0.0,0.189,543.0,458.0,168863.0,126888.0,0.0,3018752.0,0.0,196608.0,0.0,348160.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,47.0,0.0,85.0,0.0,0.0,3403403264.0,669216768.0,4562432000.0,91312537600.0,0.0,0.0
