/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","26 Apr 2019 00:41:21 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556264490.390,5.497,1.624,92.755,0.0,0.0,0.125,7148.0,1414.0,7148.0,1414.0,131072.0,217088.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,2384474112.0,613142528.0,5728059392.0,91221913600.0,0.0,0.0
1556264491.390,0.188,0.188,99.625,0.0,0.0,0.0,20596.0,7333.0,20596.0,7333.0,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2384445440.0,613142528.0,5728014336.0,91221987328.0,0.0,0.0
1556264492.389,3.323,1.129,95.423,0.063,0.0,0.063,37721473.0,225319.0,37721473.0,225319.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2396377088.0,613163008.0,5763280896.0,91174768640.0,0.0,0.0
1556264493.389,14.636,4.899,79.837,0.0,0.0,0.628,18818301.0,117878.0,18818301.0,117878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419273728.0,613163008.0,5849665536.0,91065487360.0,0.0,0.0
1556264494.390,13.639,5.290,80.752,0.0,0.0,0.319,40716540.0,277823.0,40716540.0,277823.0,233472.0,3764224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2412560384.0,613838848.0,5902663680.0,91018526720.0,0.0,0.0
1556264495.389,4.030,2.519,91.499,1.826,0.0,0.126,0.0,0.0,0.0,0.0,81920.0,93548544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,2432782336.0,614080512.0,5912137728.0,90988589056.0,0.0,0.0
1556264496.390,5.671,2.710,91.493,0.126,0.0,0.0,0.0,0.0,0.0,0.0,20480.0,3592192.0,0.0,28672.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,114.0,0.0,7.0,0.0,0.0,0.0,0.0,2435928064.0,614256640.0,5940424704.0,90956980224.0,0.0,0.0
1556264497.390,8.291,2.952,88.631,0.0,0.0,0.126,0.0,0.0,0.0,0.0,4096.0,843776.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,6.0,0.0,0.0,0.0,0.0,2436497408.0,614285312.0,6004432896.0,90892374016.0,0.0,0.0
1556264498.390,1.882,0.878,97.114,0.063,0.0,0.063,18809.0,3961.0,18809.0,3961.0,8192.0,1142784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,2385702912.0,614293504.0,5987065856.0,90960527360.0,0.0,0.0
1556264499.390,2.249,0.687,97.064,0.0,0.0,0.0,3015148.0,48255.0,3015148.0,48255.0,4096.0,905216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,2401005568.0,614293504.0,5988929536.0,90943361024.0,0.0,0.0
1556264500.390,3.890,2.008,92.723,1.066,0.0,0.314,6294106.0,29519.0,6294106.0,29519.0,12288.0,74498048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,2378481664.0,614318080.0,6013075456.0,90941714432.0,0.0,0.0
1556264501.390,0.250,0.250,99.501,0.0,0.0,0.0,28902.0,10480.0,28902.0,10480.0,4096.0,978944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2377031680.0,614318080.0,6013452288.0,90942787584.0,0.0,0.0
1556264502.390,5.356,1.827,92.628,0.063,0.0,0.126,11753989.0,73127.0,11753989.0,73127.0,8192.0,1019904.0,0.0,12288.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,0.0,3.0,0.0,0.0,0.0,0.0,2377891840.0,614326272.0,6045302784.0,90910068736.0,0.0,0.0
1556264503.389,11.217,8.872,79.151,0.380,0.0,0.380,330.0,1036.0,330.0,2224.0,0.0,7880704.0,0.0,12288.0,0.0,528384.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0,0.0,3.0,0.0,69.0,0.0,0.0,2455138304.0,614400000.0,6046605312.0,90831446016.0,0.0,0.0
1556264504.390,6.667,6.413,86.794,0.127,0.0,0.0,882.0,762.0,882.0,5137.0,0.0,2359296.0,0.0,1302528.0,0.0,1335296.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,318.0,0.0,326.0,0.0,0.0,2607771648.0,614420480.0,6055350272.0,90670047232.0,0.0,0.0
1556264505.390,3.275,1.322,95.340,0.0,0.0,0.063,1059.0,508.0,1059.0,20990.0,0.0,348160.0,0.0,1298432.0,0.0,1335296.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,317.0,0.0,326.0,0.0,0.0,2579324928.0,614424576.0,6028410880.0,90725429248.0,0.0,0.0
1556264506.390,0.188,0.251,99.561,0.0,0.0,0.0,618.0,304.0,618.0,6707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2579992576.0,614424576.0,6028328960.0,90724843520.0,0.0,0.0
1556264507.389,0.063,0.376,99.561,0.0,0.0,0.0,309.0,152.0,309.0,4362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2579988480.0,614424576.0,6028328960.0,90724847616.0,0.0,0.0
1556264508.389,5.075,0.627,94.236,0.0,0.0,0.063,309.0,254.0,309.0,2098.0,0.0,0.0,0.0,266240.0,0.0,303104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,72.0,0.0,0.0,2640478208.0,614424576.0,6028328960.0,90664357888.0,0.0,0.0
1556264509.389,5.191,3.502,91.057,0.0,0.0,0.250,330.0,636.0,26504.0,16524.0,0.0,524288.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,2567163904.0,614424576.0,6055702528.0,90710298624.0,0.0,0.0
1556264510.389,3.505,3.633,92.607,0.127,0.0,0.127,2052.0,1328.0,1.84467440737e+19,1.84467440737e+19,0.0,1335296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,2489569280.0,614424576.0,6055555072.0,90788040704.0,0.0,0.0
1556264511.390,0.063,0.376,99.561,0.0,0.0,0.0,375.0,254.0,375.0,682.0,0.0,196608.0,0.0,98304.0,0.0,90112.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,24.0,0.0,22.0,0.0,0.0,2481676288.0,614424576.0,6055444480.0,90796044288.0,0.0,0.0
1556264512.390,0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2481516544.0,614424576.0,6055444480.0,90796204032.0,0.0,0.0
1556264513.390,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2481324032.0,614424576.0,6055444480.0,90796396544.0,0.0,0.0
1556264514.390,0.062,0.250,99.625,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480816128.0,614424576.0,6055444480.0,90796904448.0,0.0,0.0
1556264515.390,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480181248.0,614424576.0,6055444480.0,90797539328.0,0.0,0.0
1556264516.390,0.125,0.187,99.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40960.0,0.0,0.0,0.0,81920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,2480054272.0,614424576.0,6055444480.0,90797666304.0,0.0,0.0
1556264517.390,0.376,0.250,99.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2473324544.0,614424576.0,6055444480.0,90804396032.0,0.0,0.0
1556264518.390,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2432946176.0,614424576.0,6055444480.0,90844774400.0,0.0,0.0
1556264519.389,2.190,1.940,95.682,0.063,0.0,0.125,618.0,304.0,1.84467440737e+19,1.84467440737e+19,0.0,172032.0,0.0,28672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,7.0,0.0,0.0,0.0,0.0,2410954752.0,614424576.0,6055444480.0,90866765824.0,0.0,0.0
1556264520.390,6.309,1.956,91.483,0.063,0.0,0.189,1727.0,2509.0,1.84467440737e+19,1.84467440737e+19,110592.0,2260992.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,2321485824.0,614424576.0,6027440128.0,90984239104.0,0.0,0.0
1556264521.390,0.0,0.125,99.812,0.063,0.0,0.0,309.0,152.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320154624.0,614424576.0,6027288576.0,90985721856.0,0.0,0.0
1556264522.390,0.062,0.187,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320027648.0,614424576.0,6027288576.0,90985848832.0,0.0,0.0
1556264523.390,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2319900672.0,614424576.0,6027288576.0,90985975808.0,0.0,0.0
1556264524.390,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2319519744.0,614424576.0,6027288576.0,90986356736.0,0.0,0.0
1556264525.390,0.063,0.313,98.935,0.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118259712.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,36908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,4.0,0.0,0.0,0.0,0.0,2319814656.0,614424576.0,6027288576.0,90986061824.0,0.0,0.0
1556264526.390,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2318897152.0,614424576.0,6027292672.0,90986975232.0,0.0,0.0
1556264527.390,0.062,0.125,99.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2318643200.0,614424576.0,6027292672.0,90987229184.0,0.0,0.0
1556264528.390,0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2318331904.0,614424576.0,6027292672.0,90987540480.0,0.0,0.0
1556264529.390,0.0,0.250,99.688,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2318106624.0,614424576.0,6027292672.0,90987765760.0,0.0,0.0
1556264530.390,0.125,0.313,98.437,1.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78688256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,2317852672.0,614424576.0,6027292672.0,90988019712.0,0.0,0.0
1556264531.390,0.062,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2316619776.0,614424576.0,6027288576.0,90989256704.0,0.0,0.0
1556264532.390,0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315984896.0,614424576.0,6027288576.0,90989891584.0,0.0,0.0
1556264533.390,0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315857920.0,614424576.0,6027288576.0,90990018560.0,0.0,0.0
1556264534.390,0.062,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315476992.0,614424576.0,6027288576.0,90990399488.0,0.0,0.0
1556264535.390,0.0,0.250,99.688,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2315350016.0,614424576.0,6027288576.0,90990526464.0,0.0,0.0
1556264536.390,0.0,0.187,99.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2315206656.0,614424576.0,6027288576.0,90990669824.0,0.0,0.0
1556264537.390,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2314948608.0,614424576.0,6027288576.0,90990927872.0,0.0,0.0
1556264538.390,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314567680.0,614424576.0,6027288576.0,90991308800.0,0.0,0.0
1556264539.390,0.062,0.250,99.625,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314313728.0,614424576.0,6027288576.0,90991562752.0,0.0,0.0
1556264540.390,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314059776.0,614424576.0,6027288576.0,90991816704.0,0.0,0.0
1556264541.390,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2313551872.0,614424576.0,6027288576.0,90992324608.0,0.0,0.0
