/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","26 Apr 2019 02:59:27 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556272776.973,0.125,0.125,99.750,0.0,0.0,0.0,270.0,204.0,270.0,204.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2345369600.0,661729280.0,3395911680.0,93544579072.0,0.0,0.0
1556272777.973,0.0,0.188,99.812,0.0,0.0,0.0,270.0,212.0,270.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344751104.0,661729280.0,3395911680.0,93545197568.0,0.0,0.0
1556272778.973,0.063,0.125,99.750,0.063,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2344734720.0,661729280.0,3395911680.0,93545213952.0,0.0,0.0
1556272779.973,0.062,0.188,99.750,0.0,0.0,0.0,678.0,612.0,678.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344579072.0,661729280.0,3395911680.0,93545369600.0,0.0,0.0
1556272780.973,0.125,0.250,99.625,0.0,0.0,0.0,438.0,306.0,438.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344456192.0,661729280.0,3395915776.0,93545488384.0,0.0,0.0
1556272781.973,0.0,0.125,99.875,0.0,0.0,0.0,402.0,204.0,402.0,204.0,0.0,45056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2344423424.0,661729280.0,3395915776.0,93545521152.0,0.0,0.0
1556272782.973,0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344169472.0,661729280.0,3395915776.0,93545775104.0,0.0,0.0
1556272783.973,0.062,0.188,99.750,0.0,0.0,0.0,606.0,510.0,606.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344058880.0,661729280.0,3395915776.0,93545885696.0,0.0,0.0
1556272784.973,0.125,0.125,99.750,0.0,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2343723008.0,661729280.0,3395915776.0,93546221568.0,0.0,0.0
1556272785.973,0.0,0.188,99.812,0.0,0.0,0.0,438.0,306.0,438.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343469056.0,661729280.0,3395915776.0,93546475520.0,0.0,0.0
1556272786.973,0.0,0.188,99.750,0.063,0.0,0.0,66.0,0.0,66.0,0.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2343530496.0,661729280.0,3395915776.0,93546414080.0,0.0,0.0
1556272787.973,0.0,0.312,99.688,0.0,0.0,0.0,372.0,306.0,372.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343276544.0,661729280.0,3395915776.0,93546668032.0,0.0,0.0
1556272788.973,0.125,0.188,99.688,0.0,0.0,0.0,372.0,306.0,372.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343182336.0,661729280.0,3395915776.0,93546762240.0,0.0,0.0
1556272789.973,0.063,0.250,99.687,0.0,0.0,0.0,540.0,518.0,540.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343149568.0,661729280.0,3395915776.0,93546795008.0,0.0,0.0
1556272790.973,0.0,0.125,99.812,0.062,0.0,0.0,132.0,0.0,132.0,0.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2342895616.0,661729280.0,3395915776.0,93547048960.0,0.0,0.0
1556272791.973,0.063,0.125,99.812,0.0,0.0,0.0,336.0,204.0,336.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342768640.0,661729280.0,3395915776.0,93547175936.0,0.0,0.0
1556272792.973,0.063,0.125,99.812,0.0,0.0,0.0,306.0,306.0,306.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342641664.0,661729280.0,3395915776.0,93547302912.0,0.0,0.0
1556272793.973,0.062,0.187,99.750,0.0,0.0,0.0,570.0,306.0,570.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342547456.0,661729280.0,3395915776.0,93547397120.0,0.0,0.0
1556272794.973,0.0,0.188,99.812,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2342309888.0,661729280.0,3395915776.0,93547634688.0,0.0,0.0
1556272795.973,0.125,0.188,99.687,0.0,0.0,0.0,402.0,212.0,402.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342248448.0,661729280.0,3395915776.0,93547696128.0,0.0,0.0
1556272796.973,0.0,0.125,99.812,0.062,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2341867520.0,661729280.0,3395915776.0,93548077056.0,0.0,0.0
1556272797.973,0.063,0.125,99.812,0.0,0.0,0.0,570.0,306.0,570.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341769216.0,661729280.0,3395919872.0,93548171264.0,0.0,0.0
1556272798.973,0.0,0.188,99.812,0.0,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341769216.0,661729280.0,3395919872.0,93548171264.0,0.0,0.0
1556272799.973,0.062,0.312,99.625,0.0,0.0,0.0,438.0,306.0,438.0,306.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2341609472.0,661729280.0,3395919872.0,93548331008.0,0.0,0.0
1556272800.973,1.507,0.251,98.180,0.063,0.0,0.0,234.0,102.0,234.0,102.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2341388288.0,661729280.0,3395919872.0,93548552192.0,0.0,0.0
1556272801.973,6.180,1.248,92.447,0.0,0.0,0.125,609.0,704.0,609.0,704.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,2432675840.0,661729280.0,3422953472.0,93430231040.0,0.0,0.0
1556272802.973,9.817,6.545,83.323,0.189,0.0,0.126,1022.0,943.0,1022.0,3104.0,0.0,5832704.0,0.0,86016.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,21.0,0.0,0.0,0.0,0.0,2525151232.0,661729280.0,3423600640.0,93337108480.0,0.0,0.0
1556272803.973,4.574,3.885,91.291,0.125,0.0,0.125,816.0,728.0,816.0,6118.0,0.0,2945024.0,0.0,0.0,0.0,204800.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,48.0,0.0,0.0,2511761408.0,661729280.0,3423956992.0,93350141952.0,0.0,0.0
1556272804.973,3.386,3.260,93.166,0.063,0.0,0.125,375.0,262.0,375.0,9631.0,0.0,606208.0,0.0,860160.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,210.0,0.0,0.0,0.0,0.0,2624217088.0,661729280.0,3424419840.0,93237223424.0,0.0,0.0
1556272805.973,3.392,3.392,93.153,0.0,0.0,0.063,684.0,516.0,684.0,6390.0,0.0,1093632.0,0.0,0.0,0.0,716800.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,175.0,0.0,0.0,2598764544.0,661729280.0,3424645120.0,93262450688.0,0.0,0.0
1556272806.973,2.327,1.384,96.101,0.063,0.0,0.126,441.0,364.0,441.0,4651.0,0.0,1617920.0,0.0,729088.0,0.0,729088.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,178.0,0.0,178.0,0.0,0.0,2532388864.0,661729280.0,3397521408.0,93355950080.0,0.0,0.0
1556272807.973,0.063,0.313,99.624,0.0,0.0,0.0,618.0,304.0,618.0,7192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2532278272.0,661729280.0,3397521408.0,93356060672.0,0.0,0.0
1556272808.973,0.250,0.437,99.250,0.062,0.0,0.0,309.0,152.0,309.0,2086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2532069376.0,661729280.0,3397521408.0,93356269568.0,0.0,0.0
1556272809.973,4.959,0.502,94.476,0.0,0.0,0.063,0.0,126.0,0.0,1877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2575233024.0,661729280.0,3397521408.0,93313105920.0,0.0,0.0
1556272810.973,2.005,1.003,96.992,0.0,0.0,0.0,132.0,228.0,15926.0,18655.0,0.0,319488.0,0.0,0.0,0.0,192512.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,39.0,0.0,0.0,2580279296.0,661729280.0,3397570560.0,93308010496.0,0.0,0.0
1556272811.973,0.188,0.500,99.312,0.0,0.0,0.0,0.0,0.0,0.0,1281.0,0.0,0.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2579611648.0,661729280.0,3397570560.0,93308678144.0,0.0,0.0
1556272812.973,0.0,0.376,99.624,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2578649088.0,661729280.0,3397566464.0,93309644800.0,0.0,0.0
1556272813.973,0.187,0.499,99.313,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2577633280.0,661729280.0,3397566464.0,93310660608.0,0.0,0.0
1556272814.973,0.250,0.312,99.375,0.062,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2577375232.0,661729280.0,3397570560.0,93310914560.0,0.0,0.0
1556272815.973,5.764,0.564,93.421,0.063,0.0,0.188,264.0,1014.0,148630.0,227106.0,0.0,1032192.0,0.0,835584.0,0.0,798720.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,186.0,0.0,177.0,0.0,0.0,2590093312.0,661729280.0,3397849088.0,93297917952.0,0.0,0.0
1556272816.973,6.721,0.440,92.651,0.063,0.0,0.126,396.0,1194.0,117482.0,188884.0,0.0,1458176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,2599120896.0,661733376.0,3398070272.0,93288665088.0,0.0,0.0
1556272817.973,9.182,9.119,81.195,0.189,0.0,0.314,132.0,0.0,98678.0,38998.0,0.0,3842048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,2674200576.0,661733376.0,3398500352.0,93213155328.0,0.0,0.0
1556272818.972,68.081,11.843,19.949,0.0,0.0,0.127,309.0,152.0,309.0,2887.0,0.0,450560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3223715840.0,661733376.0,3407712256.0,92654428160.0,0.0,0.0
1556272819.972,92.370,7.442,0.188,0.0,0.0,0.0,1236.0,608.0,1236.0,3309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3628920832.0,661733376.0,3425824768.0,92231110656.0,0.0,0.0
1556272820.973,93.816,5.746,0.437,0.0,0.0,0.0,309.0,152.0,309.0,3804.0,0.0,0.0,0.0,0.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3513282560.0,661733376.0,3445522432.0,92327051264.0,0.0,0.0
1556272821.973,91.378,7.174,1.447,0.0,0.0,0.0,0.0,0.0,18680.0,20323.0,0.0,61169664.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,11972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,12.0,0.0,0.0,0.0,0.0,3341598720.0,661733376.0,3471613952.0,92472643584.0,0.0,0.0
1556272822.973,87.556,5.807,6.573,0.0,0.0,0.064,0.0,0.0,0.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2966994944.0,661733376.0,3501985792.0,92816875520.0,0.0,0.0
1556272823.973,64.008,5.169,30.759,0.0,0.0,0.064,0.0,0.0,0.0,482.0,0.0,2924544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2910789632.0,661733376.0,3527929856.0,92847136768.0,0.0,0.0
1556272824.973,29.404,4.639,65.768,0.0,0.0,0.188,0.0,0.0,0.0,606.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3946778624.0,661733376.0,3595644928.0,91743432704.0,0.0,0.0
1556272825.973,10.929,7.770,80.543,0.063,0.0,0.695,1236.0,608.0,1236.0,1.84467440737e+19,0.0,1449984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,2733051904.0,661733376.0,3450646528.0,93102157824.0,0.0,0.0
1556272826.973,25.308,8.890,65.737,0.065,0.0,0.0,618.0,304.0,618.0,304.0,0.0,1449984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2981879808.0,661733376.0,3422720000.0,92881256448.0,0.0,0.0
1556272827.972,28.929,8.467,62.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2960420864.0,661733376.0,3494445056.0,92830990336.0,0.0,0.0
1556272828.973,13.138,9.566,76.722,0.319,0.0,0.255,0.0,0.0,0.0,0.0,0.0,8552448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,2963902464.0,661733376.0,3502362624.0,92819591168.0,0.0,0.0
