/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","26 Apr 2019 01:51:31 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556268703.608,5.882,6.768,87.097,0.063,0.0,0.190,1368.0,812.0,1368.0,14159.0,0.0,1994752.0,0.0,0.0,0.0,729088.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,178.0,0.0,0.0,2548637696.0,650366976.0,3408175104.0,93340409856.0,0.0,0.0
1556268704.608,2.748,1.374,95.753,0.062,0.0,0.062,441.0,356.0,441.0,4900.0,0.0,352256.0,0.0,729088.0,0.0,757760.0,0.0,0.0,0.0,4.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,178.0,0.0,185.0,0.0,0.0,2503913472.0,650366976.0,3408478208.0,93384830976.0,0.0,0.0
1556268705.608,1.321,1.006,97.610,0.0,0.0,0.063,684.0,414.0,684.0,6050.0,0.0,159744.0,0.0,745472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,182.0,0.0,0.0,0.0,0.0,2438672384.0,650366976.0,3381293056.0,93477257216.0,0.0,0.0
1556268706.608,0.063,0.439,99.498,0.0,0.0,0.0,309.0,152.0,309.0,4494.0,0.0,0.0,0.0,192512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,2438557696.0,650366976.0,3381403648.0,93477261312.0,0.0,0.0
1556268707.608,0.063,0.313,99.624,0.0,0.0,0.0,309.0,152.0,309.0,6048.0,0.0,0.0,0.0,0.0,0.0,204800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2438303744.0,650366976.0,3381403648.0,93477515264.0,0.0,0.0
1556268708.608,4.756,0.688,94.556,0.0,0.0,0.0,0.0,102.0,0.0,1486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2483728384.0,650366976.0,3381403648.0,93432090624.0,0.0,0.0
1556268709.608,2.509,0.753,96.675,0.063,0.0,0.0,132.0,228.0,15926.0,17453.0,0.0,307200.0,0.0,0.0,0.0,225280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,47.0,0.0,0.0,2485669888.0,650366976.0,3381399552.0,93430153216.0,0.0,0.0
1556268710.608,0.250,0.437,99.313,0.0,0.0,0.0,0.0,0.0,0.0,1853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2484518912.0,650366976.0,3381452800.0,93431250944.0,0.0,0.0
1556268711.608,0.188,0.438,99.312,0.063,0.0,0.0,0.0,0.0,0.0,877.0,0.0,0.0,0.0,69632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2483290112.0,650366976.0,3381452800.0,93432479744.0,0.0,0.0
1556268712.608,0.063,0.251,99.687,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2483007488.0,650366976.0,3381448704.0,93432766464.0,0.0,0.0
1556268713.608,0.063,0.313,99.624,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2482380800.0,650366976.0,3381448704.0,93433393152.0,0.0,0.0
1556268714.608,5.614,1.061,93.200,0.0,0.0,0.125,264.0,1006.0,136562.0,213302.0,0.0,1011712.0,0.0,835584.0,0.0,909312.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,186.0,0.0,204.0,0.0,0.0,2503122944.0,650371072.0,3381501952.0,93412593664.0,0.0,0.0
1556268715.608,6.692,0.813,92.308,0.125,0.0,0.063,396.0,974.0,123302.0,179878.0,0.0,1449984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,2510303232.0,650371072.0,3381886976.0,93405028352.0,0.0,0.0
1556268716.608,9.421,7.829,82.432,0.127,0.0,0.191,132.0,228.0,105474.0,61728.0,0.0,3731456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,2586869760.0,650371072.0,3382009856.0,93328338944.0,0.0,0.0
1556268717.607,72.124,10.746,17.004,0.0,0.0,0.126,309.0,152.0,309.0,2646.0,0.0,458752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3222880256.0,650371072.0,3393179648.0,92681158656.0,0.0,0.0
1556268718.608,92.924,6.763,0.313,0.0,0.0,0.0,927.0,456.0,927.0,5947.0,0.0,0.0,0.0,131072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3600441344.0,650371072.0,3408732160.0,92288045056.0,0.0,0.0
1556268719.607,93.985,5.576,0.439,0.0,0.0,0.0,309.0,152.0,309.0,1727.0,0.0,0.0,0.0,0.0,0.0,135168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,3275202560.0,650371072.0,3435487232.0,92586528768.0,0.0,0.0
1556268720.608,92.583,6.223,1.194,0.0,0.0,0.0,0.0,0.0,18679.0,20429.0,0.0,0.0,0.0,53248.0,0.0,65536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,16.0,0.0,0.0,3258183680.0,650371072.0,3458404352.0,92580630528.0,0.0,0.0
1556268721.608,86.743,5.736,7.521,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850832384.0,650371072.0,3489394688.0,92956991488.0,0.0,0.0
1556268722.608,59.657,6.544,33.672,0.064,0.0,0.064,0.0,0.0,0.0,1018.0,0.0,2711552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2811830272.0,650371072.0,3512287232.0,92973101056.0,0.0,0.0
1556268723.607,27.872,4.143,67.734,0.063,0.0,0.188,0.0,0.0,0.0,0.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3907321856.0,650371072.0,3591606272.0,91798290432.0,0.0,0.0
1556268724.608,10.683,8.344,80.341,0.0,0.0,0.632,1545.0,760.0,1545.0,1.84467440737e+19,0.0,1445888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2663231488.0,650371072.0,3453640704.0,93180346368.0,0.0,0.0
1556268725.607,26.714,8.712,64.510,0.064,0.0,0.0,309.0,152.0,309.0,152.0,0.0,1388544.0,0.0,0.0,0.0,57344.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,14.0,0.0,0.0,2895413248.0,650371072.0,3409977344.0,92991827968.0,0.0,0.0
1556268726.608,28.307,9.073,62.620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2892849152.0,650371072.0,3469271040.0,92935098368.0,0.0,0.0
1556268727.608,11.619,10.413,77.079,0.444,0.0,0.444,0.0,0.0,0.0,0.0,0.0,11546624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,2861031424.0,650371072.0,3487240192.0,92948946944.0,0.0,0.0
1556268728.607,8.376,10.533,80.774,0.190,0.0,0.127,0.0,0.0,28376.0,18922.0,0.0,4128768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,2926899200.0,650371072.0,3452411904.0,92917907456.0,0.0,0.0
1556268729.608,1.812,1.125,96.938,0.0,0.0,0.125,309.0,726.0,30363.0,51171.0,0.0,155648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2882117632.0,650371072.0,3452084224.0,92963016704.0,0.0,0.0
1556268730.608,8.354,8.038,83.291,0.127,0.0,0.190,1455.0,1556.0,138991.0,80637.0,0.0,3637248.0,0.0,200704.0,0.0,290816.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,47.0,0.0,68.0,0.0,0.0,2988457984.0,650375168.0,3452235776.0,92856520704.0,0.0,0.0
1556268731.607,53.181,10.433,36.132,0.064,0.0,0.191,309.0,152.0,309.0,4079.0,0.0,765952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,3487072256.0,650375168.0,3460300800.0,92349841408.0,0.0,0.0
1556268732.608,92.303,7.322,0.375,0.0,0.0,0.0,618.0,304.0,618.0,4963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3874275328.0,650375168.0,3475648512.0,91947290624.0,0.0,0.0
1556268733.608,93.546,6.078,0.376,0.0,0.0,0.0,309.0,152.0,309.0,3484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650818048.0,650375168.0,3501993984.0,92144402432.0,0.0,0.0
1556268734.608,93.162,5.834,1.004,0.0,0.0,0.0,309.0,152.0,309.0,3191.0,0.0,0.0,0.0,0.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3675922432.0,650375168.0,3520114688.0,92101177344.0,0.0,0.0
1556268735.608,88.038,6.519,5.443,0.0,0.0,0.0,0.0,0.0,0.0,902.0,0.0,3248128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,3302707200.0,650375168.0,3551559680.0,92442947584.0,0.0,0.0
1556268736.608,67.670,5.506,26.761,0.0,0.0,0.064,0.0,0.0,0.0,972.0,0.0,2854912.0,0.0,20480.0,0.0,12288.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,3.0,0.0,0.0,3068563456.0,650375168.0,3578433536.0,92650217472.0,0.0,0.0
1556268737.608,33.228,4.666,61.917,0.0,0.0,0.189,0.0,0.0,0.0,663.0,0.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4082081792.0,650375168.0,3623694336.0,91591438336.0,0.0,0.0
1556268738.608,15.293,6.734,77.407,0.0,0.0,0.566,309.0,152.0,5443.0,1.84467440737e+19,0.0,380928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,2911518720.0,650375168.0,3524521984.0,92861173760.0,0.0,0.0
1556268739.608,21.406,10.896,67.440,0.129,0.0,0.129,927.0,456.0,1.84467440737e+19,1.84467440737e+19,0.0,2523136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,3204952064.0,650375168.0,3469283328.0,92622979072.0,0.0,0.0
1556268740.608,30.407,8.715,60.878,0.0,0.0,0.0,309.0,152.0,309.0,152.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3205369856.0,650375168.0,3511795712.0,92580048896.0,0.0,0.0
1556268741.608,14.485,10.373,74.447,0.380,0.0,0.316,0.0,0.0,0.0,0.0,0.0,8605696.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,1.0,0.0,0.0,3141763072.0,650375168.0,3574329344.0,92581122048.0,0.0,0.0
1556268742.608,9.506,12.167,77.947,0.317,0.0,0.063,0.0,0.0,9319.0,6319.0,0.0,6848512.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.0,3.0,0.0,0.0,0.0,0.0,3253448704.0,650375168.0,3522088960.0,92521676800.0,0.0,0.0
1556268743.608,2.774,1.513,95.460,0.063,0.0,0.189,0.0,510.0,49727.0,64209.0,0.0,434176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3177963520.0,650375168.0,3522293760.0,92596957184.0,0.0,0.0
1556268744.608,8.519,7.692,83.662,0.064,0.0,0.064,1764.0,1636.0,139601.0,79148.0,0.0,3657728.0,0.0,249856.0,0.0,294912.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0,60.0,0.0,72.0,0.0,0.0,3255726080.0,650379264.0,3522461696.0,92519022592.0,0.0,0.0
1556268745.607,58.323,10.864,30.496,0.0,0.0,0.318,0.0,0.0,0.0,6171.0,0.0,770048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,3750137856.0,650379264.0,3529715712.0,92017356800.0,0.0,0.0
1556268746.608,93.058,6.754,0.188,0.0,0.0,0.0,1236.0,608.0,1236.0,5180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4252794880.0,650379264.0,3546140672.0,91498274816.0,0.0,0.0
1556268747.608,94.361,5.388,0.251,0.0,0.0,0.0,309.0,152.0,309.0,2955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4143210496.0,650379264.0,3568238592.0,91585761280.0,0.0,0.0
1556268748.608,91.578,7.228,1.194,0.0,0.0,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,0.0,49152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3835379712.0,650379264.0,3595689984.0,91866140672.0,0.0,0.0
1556268749.607,89.023,5.901,5.076,0.0,0.0,0.0,0.0,0.0,0.0,1034.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3567579136.0,650457088.0,3625246720.0,92104306688.0,0.0,0.0
1556268750.608,64.446,5.509,29.981,0.064,0.0,0.0,0.0,0.0,0.0,886.0,0.0,2723840.0,0.0,32768.0,0.0,12288.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,3.0,0.0,0.0,3412492288.0,650600448.0,3650572288.0,92233924608.0,0.0,0.0
1556268751.608,32.078,4.331,63.402,0.0,0.0,0.188,0.0,0.0,0.0,523.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4446527488.0,650641408.0,3689537536.0,91160883200.0,0.0,0.0
