/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","28 Apr 2019 23:25:41 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556519150.578,4.263,1.066,94.420,0.188,0.0,0.063,168.0,278.0,168.0,2609.0,0.0,2662400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,3566641152.0,845053952.0,5195104256.0,90340790272.0,0.0,0.0
1556519151.577,7.920,6.977,83.721,0.943,0.0,0.440,1059.0,1186.0,1059.0,10276.0,0.0,32542720.0,0.0,745472.0,0.0,208896.0,0.0,0.0,0.0,5320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,182.0,0.0,49.0,0.0,0.0,3661316096.0,845053952.0,5195300864.0,90245918720.0,0.0,0.0
1556519152.578,5.433,3.538,90.840,0.0,0.0,0.190,507.0,356.0,507.0,9277.0,0.0,1318912.0,0.0,704512.0,0.0,1425408.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,172.0,0.0,348.0,0.0,0.0,3616276480.0,845053952.0,5169053696.0,90317205504.0,0.0,0.0
1556519153.578,0.314,0.377,99.309,0.0,0.0,0.0,993.0,456.0,993.0,8468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3614937088.0,845053952.0,5168865280.0,90318733312.0,0.0,0.0
1556519154.578,0.125,0.313,99.499,0.063,0.0,0.0,309.0,152.0,309.0,4404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3614883840.0,845053952.0,5168869376.0,90318782464.0,0.0,0.0
1556519155.578,0.312,0.375,99.250,0.0,0.0,0.062,309.0,152.0,309.0,5654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3614445568.0,845053952.0,5168869376.0,90319220736.0,0.0,0.0
1556519156.578,6.595,1.131,92.274,0.0,0.0,0.0,132.0,330.0,15932.0,18801.0,0.0,339968.0,0.0,0.0,0.0,425984.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,96.0,0.0,0.0,3661631488.0,845053952.0,5168910336.0,90271993856.0,0.0,0.0
1556519157.578,0.188,0.188,99.624,0.0,0.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3662290944.0,845053952.0,5168918528.0,90271326208.0,0.0,0.0
1556519158.577,0.125,0.251,99.624,0.0,0.0,0.0,0.0,0.0,0.0,1544.0,0.0,0.0,0.0,40960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3662290944.0,845053952.0,5168918528.0,90271326208.0,0.0,0.0
1556519159.578,0.249,0.686,99.002,0.062,0.0,0.0,0.0,0.0,0.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3661242368.0,845053952.0,5168918528.0,90272374784.0,0.0,0.0
1556519160.577,1.944,0.251,97.806,0.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660754944.0,845053952.0,5168914432.0,90272866304.0,0.0,0.0
1556519161.577,2.253,0.438,97.184,0.063,0.0,0.063,66.0,464.0,55372.0,93117.0,0.0,299008.0,0.0,0.0,0.0,839680.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,187.0,0.0,0.0,3664527360.0,845058048.0,5168922624.0,90269081600.0,0.0,0.0
1556519162.578,7.312,0.938,91.562,0.062,0.0,0.125,462.0,1194.0,152894.0,244148.0,0.0,1417216.0,0.0,815104.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,181.0,0.0,0.0,0.0,0.0,3685130240.0,845058048.0,5169168384.0,90248232960.0,0.0,0.0
1556519163.577,9.614,5.440,84.567,0.127,0.0,0.253,264.0,542.0,157086.0,116710.0,0.0,4329472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,3855568896.0,845058048.0,5169422336.0,90077540352.0,0.0,0.0
1556519164.577,35.320,9.765,54.724,0.063,0.0,0.127,0.0,0.0,0.0,2582.0,0.0,712704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4122046464.0,845058048.0,5172813824.0,89807671296.0,0.0,0.0
1556519165.577,92.178,7.572,0.250,0.0,0.0,0.0,927.0,456.0,927.0,2487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4797505536.0,845058048.0,5186859008.0,89118167040.0,0.0,0.0
1556519166.577,93.684,5.941,0.375,0.0,0.0,0.0,618.0,304.0,618.0,5448.0,0.0,0.0,0.0,0.0,0.0,126976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,4841439232.0,845058048.0,5206183936.0,89054908416.0,0.0,0.0
1556519167.577,92.539,6.520,0.940,0.0,0.0,0.0,309.0,152.0,9731.0,10970.0,0.0,0.0,0.0,0.0,0.0,57344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4457668608.0,845058048.0,5233684480.0,89411178496.0,0.0,0.0
1556519168.578,90.304,6.401,3.295,0.0,0.0,0.0,0.0,0.0,9611.0,11009.0,0.0,0.0,0.0,45056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4158193664.0,845058048.0,5261578240.0,89682759680.0,0.0,0.0
1556519169.577,76.482,4.780,18.738,0.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,2699264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3957383168.0,845058048.0,5289091072.0,89856057344.0,0.0,0.0
1556519170.577,40.113,4.896,54.928,0.0,0.0,0.063,0.0,0.0,0.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4635238400.0,845058048.0,5300523008.0,89166770176.0,0.0,0.0
1556519171.577,22.320,5.768,69.843,1.818,0.0,0.251,0.0,0.0,0.0,0.0,0.0,103129088.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,28372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,1.0,0.0,0.0,0.0,0.0,3774763008.0,845058048.0,5273092096.0,90054676480.0,0.0,0.0
1556519172.577,9.706,8.429,81.481,0.064,0.0,0.319,1545.0,760.0,1545.0,1.84467440737e+19,0.0,2654208.0,0.0,0.0,0.0,49152.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,12.0,0.0,0.0,4055658496.0,845058048.0,5188419584.0,89858453504.0,0.0,0.0
1556519173.577,29.134,7.817,62.984,0.0,0.0,0.065,309.0,152.0,309.0,152.0,0.0,253952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4070891520.0,845058048.0,5206388736.0,89825251328.0,0.0,0.0
1556519174.577,23.916,9.630,66.390,0.0,0.0,0.064,538.0,3630.0,538.0,3630.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4070309888.0,845058048.0,5342498816.0,89689722880.0,0.0,0.0
1556519175.578,9.937,10.126,78.742,0.692,0.0,0.503,0.0,0.0,0.0,0.0,0.0,13795328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,4024852480.0,845058048.0,5204992000.0,89872687104.0,0.0,0.0
1556519176.578,7.261,6.879,85.605,0.0,0.0,0.255,168.0,102.0,28346.0,18882.0,0.0,1024000.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,4104237056.0,845058048.0,5204754432.0,89793540096.0,0.0,0.0
1556519177.577,3.630,1.627,94.493,0.063,0.0,0.188,1620.0,2410.0,169097.0,127400.0,0.0,397312.0,0.0,237568.0,0.0,286720.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,56.0,0.0,67.0,0.0,0.0,4060147712.0,845058048.0,5204889600.0,89837494272.0,0.0,0.0
1556519178.577,8.597,10.114,80.910,0.126,0.0,0.253,918.0,1770.0,1390.0,6472.0,0.0,3665920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,4116873216.0,845058048.0,5205192704.0,89780465664.0,0.0,0.0
1556519179.577,72.215,11.702,16.020,0.0,0.0,0.063,587.0,218.0,587.0,4317.0,0.0,471040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4675907584.0,845058048.0,5215457280.0,89211166720.0,0.0,0.0
1556519180.577,92.933,6.754,0.313,0.0,0.0,0.0,1236.0,608.0,1236.0,5379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5131177984.0,845058048.0,5231947776.0,88739405824.0,0.0,0.0
1556519181.577,93.871,5.879,0.250,0.0,0.0,0.0,309.0,152.0,309.0,3631.0,0.0,0.0,0.0,212992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,4935045120.0,845058048.0,5254995968.0,88912490496.0,0.0,0.0
1556519182.577,91.567,6.923,1.510,0.0,0.0,0.0,0.0,0.0,0.0,3052.0,0.0,0.0,0.0,0.0,0.0,57344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4737581056.0,845058048.0,5282676736.0,89082273792.0,0.0,0.0
1556519183.577,84.363,6.620,9.016,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,28672.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,4353818624.0,845058048.0,5313097728.0,89435615232.0,0.0,0.0
1556519184.577,62.848,5.0,32.025,0.0,0.0,0.127,0.0,0.0,0.0,1516.0,0.0,2695168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4282028032.0,845058048.0,5336375296.0,89484128256.0,0.0,0.0
1556519185.577,27.096,4.443,68.023,0.063,0.0,0.375,738.0,1036.0,738.0,1534.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5411618816.0,845058048.0,5394915328.0,88295997440.0,0.0,0.0
1556519186.578,15.375,7.876,76.181,0.0,0.0,0.567,1713.0,964.0,1713.0,1.84467440737e+19,0.0,1474560.0,0.0,57344.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,14.0,0.0,0.0,0.0,0.0,4164165632.0,845058048.0,5259161600.0,89679204352.0,0.0,0.0
1556519187.578,25.0,9.003,65.868,0.065,0.0,0.065,309.0,152.0,309.0,152.0,0.0,1413120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,4375134208.0,845058048.0,5229756416.0,89497640960.0,0.0,0.0
1556519188.577,28.626,9.393,61.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4377313280.0,845058048.0,5299130368.0,89426087936.0,0.0,0.0
1556519189.577,13.544,11.456,74.241,0.570,0.0,0.190,510.0,510.0,510.0,510.0,0.0,10952704.0,0.0,45056.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,11.0,0.0,0.0,0.0,0.0,4351643648.0,845058048.0,5308846080.0,89442041856.0,0.0,0.0
1556519190.578,9.584,10.530,79.445,0.126,0.0,0.315,708.0,3156.0,19672.0,16138.0,0.0,4538368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,4372094976.0,845058048.0,5275824128.0,89454612480.0,0.0,0.0
1556519191.577,5.622,3.474,90.651,0.126,0.0,0.126,1746.0,2010.0,179493.0,134143.0,0.0,2273280.0,0.0,266240.0,0.0,311296.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,64.0,0.0,76.0,0.0,0.0,4373348352.0,845058048.0,5275185152.0,89453998080.0,0.0,0.0
1556519192.577,22.321,10.842,66.390,0.064,0.0,0.383,618.0,304.0,618.0,5171.0,0.0,2379776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,4543754240.0,845058048.0,5276356608.0,89282420736.0,0.0,0.0
1556519193.577,88.693,9.736,1.570,0.0,0.0,0.0,927.0,456.0,927.0,3842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5271609344.0,845058048.0,5290520576.0,88540401664.0,0.0,0.0
1556519194.577,94.055,5.632,0.313,0.0,0.0,0.0,618.0,304.0,618.0,6374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5330829312.0,845058048.0,5311778816.0,88459923456.0,0.0,0.0
1556519195.577,92.462,6.595,0.942,0.0,0.0,0.0,309.0,152.0,309.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5067812864.0,845058048.0,5337137152.0,88697581568.0,0.0,0.0
1556519196.577,90.898,6.637,2.339,0.0,0.0,0.126,0.0,0.0,0.0,1661.0,0.0,106524672.0,0.0,49152.0,0.0,57344.0,0.0,0.0,0.0,35804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,10.0,0.0,14.0,0.0,0.0,4991709184.0,845058048.0,5361233920.0,88749588480.0,0.0,0.0
1556519197.577,79.344,6.885,13.707,0.064,0.0,0.0,0.0,0.0,0.0,461.0,0.0,2895872.0,0.0,28672.0,0.0,12288.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,3.0,0.0,0.0,4601798656.0,845058048.0,5390417920.0,89110315008.0,0.0,0.0
1556519198.578,47.253,5.493,47.129,0.0,0.0,0.125,0.0,0.0,0.0,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5088743424.0,845058048.0,5405687808.0,88608100352.0,0.0,0.0
1556519199.577,23.308,5.514,70.802,0.0,0.0,0.376,0.0,0.0,0.0,354.0,0.0,98304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4791980032.0,845058048.0,5459800064.0,88850751488.0,0.0,0.0
1556519200.578,15.148,10.205,74.262,0.064,0.0,0.321,1545.0,760.0,1545.0,1.84467440737e+19,0.0,2846720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,4494106624.0,845058048.0,5280522240.0,89327902720.0,0.0,0.0
1556519201.577,29.904,8.562,61.534,0.0,0.0,0.0,309.0,152.0,309.0,152.0,0.0,217088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4506509312.0,845058048.0,5317218304.0,89278803968.0,0.0,0.0
