/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","26 Apr 2019 01:11:30 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556266299.644,6.004,1.376,92.558,0.0,0.0,0.063,957.0,1554.0,957.0,1554.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2272075776.0,615239680.0,5735174144.0,91325100032.0,0.0,0.0
1556266300.644,1.251,1.251,97.373,0.0,0.0,0.125,25597.0,8831.0,25597.0,8831.0,4096.0,217088.0,0.0,69632.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,17.0,0.0,0.0,0.0,0.0,2276978688.0,615243776.0,5735342080.0,91320025088.0,0.0,0.0
1556266301.644,2.008,0.627,97.365,0.0,0.0,0.0,14083942.0,116054.0,14083942.0,116054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299191296.0,615243776.0,5748666368.0,91284488192.0,0.0,0.0
1556266302.644,11.980,4.035,83.796,0.0,0.0,0.189,34657962.0,217924.0,34657962.0,217924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2322145280.0,615243776.0,5834592256.0,91175608320.0,0.0,0.0
1556266303.644,15.666,5.685,78.459,0.0,0.0,0.190,40738009.0,189096.0,40738009.0,189096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335420416.0,616251392.0,5940891648.0,91055026176.0,0.0,0.0
1556266304.644,5.204,3.448,89.028,2.006,0.0,0.313,7780641.0,63750.0,7780641.0,63750.0,0.0,86798336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,2340081664.0,616992768.0,5918121984.0,91072393216.0,0.0,0.0
1556266305.644,6.395,3.323,90.157,0.063,0.0,0.063,0.0,0.0,0.0,0.0,0.0,3215360.0,0.0,61440.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,15.0,0.0,0.0,0.0,0.0,2317783040.0,617476096.0,5949038592.0,91063291904.0,0.0,0.0
1556266306.643,7.309,2.773,89.855,0.063,0.0,0.0,196.0,130.0,196.0,130.0,126976.0,1306624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2339164160.0,617754624.0,6001971200.0,90988699648.0,0.0,0.0
1556266307.644,4.631,1.752,90.488,3.066,0.0,0.063,13615.0,3409.0,13615.0,3409.0,68063232.0,1130496.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,2327035904.0,617852928.0,6062186496.0,90940514304.0,0.0,0.0
1556266308.644,1.312,0.500,97.939,0.187,0.0,0.062,41568.0,14625.0,41568.0,14625.0,2179072.0,950272.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,2286379008.0,617906176.0,6063980544.0,90979323904.0,0.0,0.0
1556266309.644,5.465,2.450,90.013,1.884,0.0,0.188,9251290.0,64832.0,9251290.0,64832.0,0.0,115593216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,2289057792.0,618020864.0,6089392128.0,90951118848.0,0.0,0.0
1556266310.644,0.125,0.313,99.562,0.0,0.0,0.0,26029.0,7253.0,26029.0,7253.0,0.0,0.0,0.0,28672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2284183552.0,618020864.0,6090838016.0,90954547200.0,0.0,0.0
1556266311.644,3.141,0.942,95.791,0.063,0.0,0.063,11760139.0,74589.0,11760139.0,74589.0,0.0,991232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2307633152.0,618045440.0,6113435648.0,90908475392.0,0.0,0.0
1556266312.644,8.060,6.990,84.509,0.252,0.0,0.189,198.0,582.0,198.0,930.0,0.0,3985408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,2375094272.0,618385408.0,6124249088.0,90829860864.0,0.0,0.0
1556266313.644,9.518,7.487,82.551,0.127,0.0,0.317,507.0,1016.0,507.0,4322.0,0.0,5341184.0,0.0,0.0,0.0,716800.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,0.0,242.0,0.0,0.0,2450186240.0,618889216.0,6124052480.0,90754461696.0,0.0,0.0
1556266314.644,6.864,3.904,88.791,0.126,0.0,0.315,1125.0,786.0,1125.0,17740.0,0.0,2359296.0,0.0,2396160.0,0.0,2129920.0,0.0,0.0,0.0,32.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,585.0,0.0,453.0,0.0,0.0,2502623232.0,618958848.0,6097539072.0,90728468480.0,0.0,0.0
1556266315.644,0.251,0.564,99.123,0.0,0.0,0.063,1302.0,608.0,1302.0,9651.0,0.0,0.0,0.0,495616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,2505158656.0,618958848.0,6097715200.0,90725756928.0,0.0,0.0
1556266316.644,0.125,0.376,99.499,0.0,0.0,0.0,309.0,152.0,309.0,4653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2505543680.0,618958848.0,6097715200.0,90725371904.0,0.0,0.0
1556266317.644,0.375,0.438,99.186,0.0,0.0,0.0,0.0,0.0,0.0,1784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2508128256.0,618958848.0,6097715200.0,90722787328.0,0.0,0.0
1556266318.644,8.443,1.188,90.306,0.0,0.0,0.063,198.0,972.0,16270.0,22175.0,0.0,352256.0,0.0,4096.0,0.0,303104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,72.0,0.0,0.0,2586517504.0,618958848.0,6125092864.0,90617020416.0,0.0,0.0
1556266319.644,4.290,4.858,90.536,0.126,0.0,0.189,1434.0,1064.0,1434.0,1.84467440737e+19,0.0,1085440.0,0.0,0.0,0.0,94208.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,23.0,0.0,0.0,2416033792.0,618958848.0,6125101056.0,90787495936.0,0.0,0.0
1556266320.644,3.350,2.276,94.374,0.0,0.0,0.0,816.0,524.0,1.84467440737e+19,1.84467440737e+19,0.0,614400.0,0.0,102400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,25.0,0.0,0.0,0.0,0.0,2390548480.0,618958848.0,6124863488.0,90813218816.0,0.0,0.0
1556266321.644,0.062,0.250,99.688,0.0,0.0,0.0,309.0,152.0,309.0,469.0,0.0,0.0,0.0,94208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2389348352.0,618958848.0,6124826624.0,90814455808.0,0.0,0.0
1556266322.644,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389221376.0,618958848.0,6124826624.0,90814582784.0,0.0,0.0
1556266323.644,0.062,0.125,99.750,0.062,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2388439040.0,618958848.0,6124826624.0,90815365120.0,0.0,0.0
1556266324.644,0.062,0.187,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2387931136.0,618958848.0,6124826624.0,90815873024.0,0.0,0.0
1556266325.644,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2387677184.0,618958848.0,6124826624.0,90816126976.0,0.0,0.0
1556266326.644,0.438,0.250,99.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40960.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,2383544320.0,618958848.0,6124826624.0,90820259840.0,0.0,0.0
1556266327.644,0.501,0.125,99.311,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2343116800.0,618958848.0,6124826624.0,90860687360.0,0.0,0.0
1556266328.644,0.437,0.187,99.375,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341646336.0,618958848.0,6124826624.0,90862157824.0,0.0,0.0
1556266329.644,3.774,3.459,92.327,0.126,0.0,0.314,2015.0,1987.0,1.84467440737e+19,1.84467440737e+19,0.0,2244608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,2301132800.0,618958848.0,6097412096.0,90930085888.0,0.0,0.0
1556266330.644,2.379,0.626,96.932,0.0,0.0,0.063,573.0,1102.0,573.0,1102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2235363328.0,618958848.0,6096556032.0,90996711424.0,0.0,0.0
1556266331.644,0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2233954304.0,618958848.0,6096556032.0,90998120448.0,0.0,0.0
1556266332.644,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2233700352.0,618958848.0,6096556032.0,90998374400.0,0.0,0.0
1556266333.644,0.062,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2233139200.0,618958848.0,6096556032.0,90998935552.0,0.0,0.0
1556266334.644,0.0,0.250,99.625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11276288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,2232791040.0,618958848.0,6096556032.0,90999283712.0,0.0,0.0
1556266335.644,0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2232532992.0,618958848.0,6096560128.0,90999537664.0,0.0,0.0
1556266336.644,0.062,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2232025088.0,618958848.0,6096560128.0,91000045568.0,0.0,0.0
1556266337.644,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2231517184.0,618958848.0,6096560128.0,91000553472.0,0.0,0.0
1556266338.644,0.062,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2231136256.0,618958848.0,6096560128.0,91000934400.0,0.0,0.0
1556266339.644,0.0,0.439,97.932,1.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158621696.0,0.0,8192.0,0.0,0.0,0.0,0.0,0.0,57356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,2.0,0.0,0.0,0.0,0.0,2231148544.0,618958848.0,6096560128.0,91000922112.0,0.0,0.0
1556266340.644,0.063,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2230087680.0,618958848.0,6096560128.0,91001982976.0,0.0,0.0
1556266341.644,0.062,0.125,99.750,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2229481472.0,618958848.0,6096556032.0,91002593280.0,0.0,0.0
1556266342.644,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228719616.0,618958848.0,6096556032.0,91003355136.0,0.0,0.0
1556266343.644,0.062,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228592640.0,618958848.0,6096556032.0,91003482112.0,0.0,0.0
1556266344.644,0.063,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33710080.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,6.0,0.0,0.0,0.0,0.0,2228178944.0,618958848.0,6096556032.0,91003895808.0,0.0,0.0
1556266345.644,0.0,0.125,99.812,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2227953664.0,618958848.0,6096556032.0,91004121088.0,0.0,0.0
1556266346.644,0.062,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227777536.0,618958848.0,6096556032.0,91004297216.0,0.0,0.0
1556266347.644,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227253248.0,618958848.0,6096556032.0,91004821504.0,0.0,0.0
1556266348.644,0.062,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227089408.0,618958848.0,6096556032.0,91004985344.0,0.0,0.0
1556266349.644,0.062,0.250,99.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2227089408.0,618958848.0,6096556032.0,91004985344.0,0.0,0.0
1556266350.644,0.062,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2226814976.0,618958848.0,6096556032.0,91005259776.0,0.0,0.0
