/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","26 Apr 2019 00:34:32 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
1556264081.451,0.062,0.125,99.812,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313801728.0,579203072.0,5898272768.0,91156312064.0,0.0,0.0
1556264082.451,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313531392.0,579203072.0,5898272768.0,91156582400.0,0.0,0.0
1556264083.451,0.0,0.125,99.875,0.0,0.0,0.0,168.0,110.0,168.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313277440.0,579203072.0,5898272768.0,91156836352.0,0.0,0.0
1556264084.451,0.063,0.125,99.812,0.0,0.0,0.0,168.0,150.0,168.0,150.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2313244672.0,579203072.0,5898272768.0,91156869120.0,0.0,0.0
1556264085.451,0.062,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312859648.0,579203072.0,5898276864.0,91157250048.0,0.0,0.0
1556264086.451,0.0,0.125,99.812,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312732672.0,579203072.0,5898276864.0,91157377024.0,0.0,0.0
1556264087.451,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312732672.0,579203072.0,5898276864.0,91157377024.0,0.0,0.0
1556264088.451,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312478720.0,579203072.0,5898276864.0,91157630976.0,0.0,0.0
1556264089.451,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2312478720.0,579203072.0,5898276864.0,91157630976.0,0.0,0.0
1556264090.451,0.0,0.250,99.750,0.0,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2312478720.0,579203072.0,5898276864.0,91157630976.0,0.0,0.0
1556264091.451,0.437,0.187,99.313,0.062,0.0,0.0,1290.0,1224.0,1290.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312519680.0,579203072.0,5898276864.0,91157590016.0,0.0,0.0
1556264092.451,0.0,0.125,99.875,0.0,0.0,0.0,2676.0,2478.0,2676.0,2478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312536064.0,579203072.0,5898276864.0,91157573632.0,0.0,0.0
1556264093.451,0.0,0.125,99.875,0.0,0.0,0.0,2442.0,2244.0,2442.0,2244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311933952.0,579203072.0,5898276864.0,91158175744.0,0.0,0.0
1556264094.451,0.0,0.125,99.875,0.0,0.0,0.0,708.0,510.0,708.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311901184.0,579203072.0,5898276864.0,91158208512.0,0.0,0.0
1556264095.451,0.062,0.250,99.688,0.0,0.0,0.0,270.0,212.0,270.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311901184.0,579203072.0,5898276864.0,91158208512.0,0.0,0.0
1556264096.451,0.125,0.125,99.750,0.0,0.0,0.0,1560.0,1540.0,1560.0,1540.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2311770112.0,579203072.0,5898276864.0,91158339584.0,0.0,0.0
1556264097.451,0.0,0.188,99.750,0.062,0.0,0.0,606.0,440.0,606.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311835648.0,579203072.0,5898276864.0,91158274048.0,0.0,0.0
1556264098.451,0.0,0.125,99.875,0.0,0.0,0.0,540.0,440.0,540.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311675904.0,579203072.0,5898276864.0,91158433792.0,0.0,0.0
1556264099.451,0.0,0.188,99.812,0.0,0.0,0.0,168.0,110.0,168.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311548928.0,579203072.0,5898276864.0,91158560768.0,0.0,0.0
1556264100.451,1.812,0.312,97.875,0.0,0.0,0.0,270.0,228.0,270.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311643136.0,579203072.0,5898276864.0,91158466560.0,0.0,0.0
1556264101.451,0.062,0.187,99.688,0.062,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312200192.0,579203072.0,5898276864.0,91157909504.0,0.0,0.0
1556264102.451,0.062,0.125,99.812,0.0,0.0,0.0,102.0,110.0,102.0,110.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2311577600.0,579203072.0,5898280960.0,91158528000.0,0.0,0.0
1556264103.451,0.0,0.125,99.875,0.0,0.0,0.0,336.0,220.0,336.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311196672.0,579203072.0,5898280960.0,91158908928.0,0.0,0.0
1556264104.451,0.125,0.125,99.750,0.0,0.0,0.0,168.0,220.0,168.0,220.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2311069696.0,579203072.0,5898280960.0,91159035904.0,0.0,0.0
1556264105.451,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311323648.0,579203072.0,5898280960.0,91158781952.0,0.0,0.0
1556264106.451,0.062,0.250,99.688,0.0,0.0,0.0,306.0,330.0,306.0,330.0,0.0,40960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2311069696.0,579203072.0,5898280960.0,91159035904.0,0.0,0.0
1556264107.451,0.063,0.188,99.687,0.063,0.0,0.0,402.0,330.0,402.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311405568.0,579203072.0,5898280960.0,91158700032.0,0.0,0.0
1556264108.451,0.0,0.125,99.875,0.0,0.0,0.0,270.0,220.0,270.0,220.0,0.0,0.0,0.0,36864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2310733824.0,579203072.0,5898280960.0,91159371776.0,0.0,0.0
1556264109.451,0.313,0.188,99.500,0.0,0.0,0.0,270.0,294.0,270.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310881280.0,579203072.0,5898280960.0,91159224320.0,0.0,0.0
1556264110.451,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310754304.0,579203072.0,5898280960.0,91159351296.0,0.0,0.0
1556264111.451,0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310373376.0,579203072.0,5898280960.0,91159732224.0,0.0,0.0
1556264112.451,0.0,0.188,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2310258688.0,579203072.0,5898280960.0,91159846912.0,0.0,0.0
1556264113.451,0.0,0.125,99.812,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310070272.0,579203072.0,5898280960.0,91160035328.0,0.0,0.0
1556264114.451,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2309943296.0,579203072.0,5898280960.0,91160162304.0,0.0,0.0
1556264115.451,0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309943296.0,579203072.0,5898280960.0,91160162304.0,0.0,0.0
1556264116.451,0.0,0.125,99.875,0.0,0.0,0.0,168.0,212.0,168.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309943296.0,579203072.0,5898280960.0,91160162304.0,0.0,0.0
1556264117.451,0.0,0.125,99.875,0.0,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309910528.0,579203072.0,5898280960.0,91160195072.0,0.0,0.0
1556264118.451,0.063,0.125,99.812,0.0,0.0,0.0,1932.0,1734.0,1932.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309910528.0,579203072.0,5898280960.0,91160195072.0,0.0,0.0
1556264119.451,0.062,0.312,99.563,0.062,0.0,0.0,2646.0,2580.0,2646.0,2580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309906432.0,579203072.0,5898285056.0,91160195072.0,0.0,0.0
1556264120.451,0.0,0.188,99.812,0.0,0.0,0.0,2436.0,2040.0,2436.0,2040.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2309730304.0,579203072.0,5898285056.0,91160371200.0,0.0,0.0
1556264121.451,0.0,0.125,99.875,0.0,0.0,0.0,372.0,306.0,372.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309627904.0,579203072.0,5898285056.0,91160473600.0,0.0,0.0
1556264122.451,0.125,0.312,99.563,0.0,0.0,0.0,540.0,408.0,540.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310184960.0,579203072.0,5898285056.0,91159916544.0,0.0,0.0
1556264123.451,0.0,0.188,99.750,0.063,0.0,0.0,540.0,408.0,540.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311995392.0,579203072.0,5898285056.0,91158106112.0,0.0,0.0
1556264124.451,0.0,0.125,99.875,0.0,0.0,0.0,168.0,102.0,168.0,102.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2311684096.0,579203072.0,5898285056.0,91158417408.0,0.0,0.0
1556264125.451,0.063,0.250,99.687,0.0,0.0,0.0,438.0,306.0,438.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312441856.0,579203072.0,5898285056.0,91157659648.0,0.0,0.0
1556264126.451,0.0,0.125,99.875,0.0,0.0,0.0,270.0,204.0,270.0,204.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2312503296.0,579203072.0,5898285056.0,91157598208.0,0.0,0.0
1556264127.451,0.187,0.187,99.625,0.0,0.0,0.0,270.0,204.0,270.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312208384.0,579203072.0,5898285056.0,91157893120.0,0.0,0.0
1556264128.451,0.0,0.188,99.812,0.0,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312081408.0,579203072.0,5898285056.0,91158020096.0,0.0,0.0
1556264129.451,0.0,0.250,99.688,0.062,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311700480.0,579203072.0,5898285056.0,91158401024.0,0.0,0.0
1556264130.451,0.063,0.125,99.812,0.0,0.0,0.0,474.0,408.0,474.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311700480.0,579203072.0,5898285056.0,91158401024.0,0.0,0.0
1556264131.451,0.062,0.250,99.688,0.0,0.0,0.0,234.0,102.0,234.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311270400.0,579203072.0,5898285056.0,91158831104.0,0.0,0.0
1556264132.451,0.125,0.125,99.750,0.0,0.0,0.0,300.0,980.0,300.0,980.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2314612736.0,579203072.0,5898285056.0,91155488768.0,0.0,0.0
1556264133.451,0.062,0.188,99.750,0.0,0.0,0.0,306.0,176.0,306.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314694656.0,579203072.0,5898289152.0,91155402752.0,0.0,0.0
